target,relatedWord,pinyin,meaning,level
纱,婚纱,hūn shā,áo cưới,7
纲,提纲,tí gāng,bản tóm tắt,5
纲,纲要,gāng yào,đề cương,7
纲,纲领,gāng lǐng,chương trình,7
纳,纳闷儿,nà mènr,"băn khoăn, thắc mắc, khó hiểu",3
纳,归纳,guī nà,Tổng kết,5
纳,纳入,nà rù,bao gồm,5
纳,博茨瓦纳,Bó cí wǎ nà,Botswana,5
纳,容纳,róng nà,chứa đựng,6
纳,缴纳,jiǎo nà,nộp,6
纳,采纳,cǎi nà,chấp nhận,6
纳,交纳,jiāo nà,nộp,7
纳,接纳,jiē nà,chấp nhận,7
纳,纳税,nà shuì,đóng thuế,7
纳,纳闷,nà mèn,bối rối,7
纳,纳税人,nà shuì rén,người nộp thuế,7
纳税,纳税人,nà shuì rén,người nộp thuế,7
纳闷,纳闷儿,nà mènr,"băn khoăn, thắc mắc, khó hiểu",3
纵,放纵,fàng zòng,nuông chiều,5
纵,操纵,cāo zòng,điều khiển,6
纵,纵容,zòng róng,nuông chiều,7
纵,纵深,zòng shēn,độ sâu,7
纵,纵然,zòng rán,cho dù,7
纵,纵观,zòng guān,quan sát chung,7
纵,纵横交错,zòng héng jiāo cuò,xếp chéo,7
纵,纵情,zòng qíng,"Thỏa sức, tùy ý, hết mình (theo cảm xúc).",8
纷,纠纷,jiū fēn,tranh chấp,3
纷,纷纷,fēn fēn,lần lượt,4
纷,缤纷,bīn fēn,đa dạng,7
纷,纷纷扬扬,fēn fēn yáng yáng,"Rơi lả tả, bay lả tả",8
纷纷,纷纷扬扬,fēn fēn yáng yáng,"Rơi lả tả, bay lả tả",8
纸,报纸,bào zhǐ,báo,2
纸,纸袋,zhǐ dài,túi giấy,4
纸,纸上谈兵,zhǐ shàng tán bīng,"nói suông, nói chuyện binh đao trên giấy (lý thuyết suông, không thực tế)",5
纸,图纸,tú zhǐ,bản vẽ,7
纸,造纸术,zào zhǐ shù,công nghệ làm giấy,7
纹,皱纹,zhòu wén,nếp nhăn,2
纹,花纹,huā wén,hoa văn,7
纹,指纹,zhǐ wén,"Vân tay, dấu vân tay.",8
纹,抬头纹,tái tóu wén,nếp nhăn trán,8
纹,鱼尾纹,yú wěi wén,"Nếp nhăn đuôi mắt, vết chân chim",8
纺,纺织,fǎng zhī,dệt,6
纽,纽扣,niǔ kòu,nút,4
纽,纽扣儿,niǔ kòur,cúc áo,6
纽,枢纽,shū niǔ,trục,7
纽,纽带,niǔ dài,mối liên hệ,7
纽扣,纽扣儿,niǔ kòur,cúc áo,6
线,路线,lù xiàn,tuyến đường,3
线,占线,zhàn xiàn,đường dây bận,4
线,光线,guāng xiàn,ánh sáng,5
线,热线,rè xiàn,đường dây nóng,6
线,线索,xiàn suǒ,manh mối,6
线,线路,xiàn lù,tuyến đường,6
线,视线,shì xiàn,tầm nhìn,6
线,紫外线,zǐ wài xiàn,Tia tử ngoại,6
线,一线,yī xiàn,tia,7
线,前线,qián xiàn,tiền tuyến,7
线,在线,zaì xiàn,trực tuyến,7
线,天线,tiān xiàn,ăng ten,7
线,底线,dǐ xiàn,đường cơ sở,7
线,无线,wú xiàn,không dây,7
线,曲线,qū xiàn,đường cong,7
练,练习,liàn xí,luyện tập,2
练,教练,jiào liàn,huấn luyện viên,3
练,训练,xùn liàn,huấn luyện,3
练,熟练,shú lian,thành thạo,4
练,老练,lǎo liàn,"lão luyện, dày dặn kinh nghiệm",4
练,排练,pái liàn,tập dượt,5
练,操练,cāo liàn,tập luyện,6
练,演练,yǎn liàn,diễn tập,7
练,苦练,kǔ liàn,khổ luyện,7
组,小组,xiǎo zǔ,nhóm,2
组,组成,zǔ chéng,cấu thành,2
组,组织,zǔ zhī,tổ chức,2
组,组长,zǔ zhǎng,nhóm trưởng,2
组,分组,fēn zǔ,chia thành các nhóm,3
组,组合,zǔ hé,kết hợp,3
组,重组,chóng zǔ,tái hợp,6
组,剧组,jù zǔ,nhóm diễn viên và đoàn làm phim,7
组,组建,zǔ jiàn,tổ chức,7
组,组装,zǔ zhuāng,lắp ráp,7
绅,绅士,shēn shì,quý ông,4
细,仔细,zǐ xì,cẩn thận,2
细,细微,xì wēi,tí hon,3
细,细腻,xì nì,mịn màng,3
细,细致,xì zhì,tỉ mỉ,4
细,细节,xì jié,chi tiết,4
细,详细,xiáng xì,chi tiết,4
细,细心,xì xīn,cẩn thận,5
细,细胞,xì bāo,tế bào,6
细,细菌,xì jūn,vi khuẩn,6
细,精细,jīng xì,cẩn thận và tinh tế,7
细,精打细算,jīng dǎ xì suàn,tính toán cẩn thận,7
织,组织,zǔ zhī,tổ chức,2
织,纺织,fǎng zhī,dệt,6
织,自耕自织,zì gēng zì zhī,tự cày tự dệt (tự cung tự cấp),7
终,终于,zhōng yú,cuối cùng,1
终,始终,shǐ zhōng,từ đầu đến cuối,3
终,终点,zhōng diǎn,điểm cuối,5
终,最终,zuì zhōng,cuối cùng,6
终,终止,zhōng zhǐ,kết thúc,6
终,年终,nián zhōng,cuối năm,7
终,终生,zhōng shēng,"cả đời, trọn đời",7
终,终究,zhōng jiù,cuối cùng,7
终,终结,zhōng jié,kết thúc,7
终,自始至终,zì shǐ zhì zhōng,từ đầu đến cuối,7
绍,介绍,jiè shào,giới thiệu,1
绍,克绍箕裘,kè shào jī qiú,"kế thừa sự nghiệp của cha ông, nối nghiệp gia đình",7
绎,络绎不绝,luò yì bù jué,"liên tục, không ngừng",6
绎,演绎,yǎn yì,diễn xuất,7
经,已经,yǐ jīng,đã,1
经,曾经,céng jīng,đã từng,2
经,经历,jīng lì,trải nghiệm,2
经,经常,jīng cháng,thường xuyên,2
经,经济,jīng jì,kinh tế,2
经,经理,jīng lǐ,giám đốc,2
经,经过,jīng guò,đi qua; trải qua; thông qua,2
经,经验,jīng yàn,kinh nghiệm,2
经,圣经,shèng jīng,Kinh Thánh,3
经,经典,jīng diǎn,"kinh điển, tiêu biểu",3
经,经营,jīng yíng,quản lý,3
经,经意,jīng yì,Để ý; lưu tâm; chú ý,4
经,神经,shén jīng,thần kinh,5
经,经商,jīng shāng,kinh doanh,5
经,正经,zhèng jing,trung thực,6
经意,不经意,bù jīng yì,vô tình,7
经济,市场经济,shì chǎng jīng jì,kinh tế thị trường,7
经理,总经理,zǒng jīng lǐ,tổng giám đốc,6
绑,绑架,bǎng jià,bắt cóc,6
绑,松绑,sōng bǎng,nới lỏng,7
绒,羽绒服,yǔ róng fú,áo lông vũ,6
结,结束,jié shù,kết thúc,2
结,结果,jié guǒ,kết quả; do đó,2
结,结论,jié lùn,kết luận,2
结,团结,tuán jié,đoàn kết,3
结,总结,zǒng jié,tóm tắt,3
结,结合,jié hé,kết hợp,3
结,结婚,jié hūn,kết hôn,3
结,结实,jiē shi,bền,3
结,结结巴巴,jiē jie bā bā,"lắp bắp, cà lăm",3
结,结构,jié gòu,cấu trúc,4
结,结肠,jié cháng,Kết tràng (một phần của ruột già),4
结,结账,jié zhàng,thanh toán,5
结,冻结,dòng jié,đóng băng,6
结,勾结,gōu jié,câu kết,6
结,巴结,bā jie,nịnh bợ,6
绕,缠绕,chán rào,quấn quanh,4
绕,围绕,wéi rào,xoay quanh,5
绕,环绕,huán rào,bao quanh,7
绕,绕行,rào xíng,đi vòng,7
绘,描绘,miáohuì,miêu tả,6
绘,绘画,huì huà,hội họa,6
绘,绘声绘色,huì shēng huì sè,"sống động, như thật",7
给,交给,jiāo gěi,bàn giao,2
给,送给,sòng gěi,gửi,2
给,递给,dì gěi,đưa qua,5
给,供给,gōng jǐ,cung cấp,6
给,给予,jǐ yǔ,đưa ra,6
给,补给,bǔ jǐ,tiếp tế,7
络,网络,wǎng luò,mạng,3
络,联络,lián luò,liên lạc,5
络,络绎不绝,luò yì bù jué,"liên tục, không ngừng",6
络,脉络,mài luò,mạch máu,7
绝,灭绝,miè jué,tuyệt chủng,3
绝,绝对,jué duì,tuyệt đối,3
绝,拒绝,jù jué,từ chối,4
绝,断绝,duàn jué,cắt đứt,6
绝,杜绝,dù jué,chấm dứt hoàn toàn,6
绝,滔滔不绝,tāo tāo bù jué,nói không ngừng,6
绝,空前绝后,kōng qián jué hòu,vô tiền khoáng hậu,6
绝,络绎不绝,luò yì bù jué,"liên tục, không ngừng",6
绝,绝大多数,jué dà duō shù,đa số tuyệt đối,6
绝,绝技,jué jì,kỹ năng điêu luyện,7
绝,绝招,jué zhāo,cột buồm,7
绝,绝望,jué wàng,tuyệt vọng,7
绝,绝缘,jué yuán,cách điện,7
绝,隔绝,gé jué,"cách biệt, cắt đứt liên lạc, cô lập",7
绝,赞不绝口,zàn bù jué kǒu,khen ngợi không ngớt,7
统,传统,chuán tǒng,truyền thống,4
统,总统,zǒng tǒng,tổng thống,4
统,系统,xì tǒng,hệ thống,4
统,统一,tǒng yī,thống nhất,4
统,统计,tǒng jì,thống kê,4
统,统治,tǒng zhì,thống trị,5
统,统统,tǒng tǒng,tất cả,6
统,统筹兼顾,tǒng chóu jiān gù,tính toán tổng thể,6
统,笼统,lǒng tǒng,tổng quát,7
统,统筹,tǒng chóu,kế hoạch phức tạp,7
统筹,统筹兼顾,tǒng chóu jiān gù,tính toán tổng thể,6
绢,手绢,shǒu juàn,"khăn mùi soa, khăn tay",5
绣,刺绣,cì xiù,thêu,7
继,继续,jì xù,tiếp tục,1
继,继承,jì chéng,thừa kế,6
继,相继,xiāng jì,lần lượt,7
继,继母,jì mǔ,mẹ kế,7
继,继父,jì fù,cha dượng,7
继,继而,jì'ér,rồi,7
继,前赴后继,qián fù hòu jì,tiến lên liên tục,7
继,夜以继日,yè yǐ jì rì,ngày đêm,7
绩,成绩,chéng jì,thành tích,2
绩,成绩单,chéng jì dān,"Bảng điểm, phiếu báo kết quả học tập.",2
绩,业绩,yè jì,thành tích,7
绪,情绪,qíng xù,tâm trạng,5
续,继续,jì xù,tiếp tục,1
续,手续,shǒu xù,thủ tục,2
续,延续,yán xù,kéo dài,3
续,持续,chí xù,tiếp tục,3
续,连续,lián xù,liên tục,3
续,陆续,lù xù,lần lượt,3
续,连续剧,lián xù jù,phim truyền hình,3
续,断断续续,duàn duàn xù xù,gián đoạn,5
续,手续费,shǒu xù fèi,phí dịch vụ,6
续,后续,hòu xù,theo dõi,7
绯,绯闻,fēi wén,tin đồn tình yêu,7
绰,绰号,chuò hào,biệt hiệu,7
绰,阔绰,kuò chuò,phô trương,7
绳,绳子,shéng zi,dây thừng,5
维,维生素,wéi shēng sù,vitamin,2
维,维修,wéi xiū,bảo trì,4
维,维护,wéi hù,bảo trì,4
维,维持,wéi chí,"giữ, duy trì",4
维,思维,sī wéi,suy nghĩ,5
维,二维码,èr wéi mǎ,mã QR,5
维,纤维,xiān wéi,chất xơ,6
维,三维,sān wéi,3D,7
维,恭维,gōng wéi,nịnh bợ,7
绵,海绵,hǎi mián,bọt biển,7
绵,绵长,mián cháng,"Kéo dài, triền miên, dai dẳng",7
绵,连绵,lián mián,liên tục,7
绷,绷带,bēng dài,băng,7
绸,丝绸,sī chóu,lụa,5
综,综合,zōng hé,"tóm tắt, thống nhất",4
综,综上所述,zōng shàng suǒ shù,tóm lại,7
综,错综复杂,cuò zōng fù zá,phức tạp,7
绽,绽放,zhàn fàng,nở,7
绿,绿色,lǜ sè,màu xanh lá cây,2
绿,绿茶,lǜ chá,trà xanh,3
绿,红绿灯,hóng lǜ dēng,đèn giao thông,3
绿,绿化,lǜ huà,trồng rừng,6
绿,碧绿,bì lǜ,xanh thẫm,7
绿,绿地,lǜ dì,khu vực xanh,7
绿,绿灯,lǜ dēng,đèn xanh,7
绿,翠绿,cuì lǜ,xanh ngọc lục bảo,7
绿灯,红绿灯,hóng lǜ dēng,đèn giao thông,3
缀,点缀,diǎn zhuì,trang trí,3
缅,缅怀,miǎn huái,"nhớ lại, tưởng nhớ",7
缆,光缆,guāng lǎn,cáp quang,7
缆,缆车,lǎn chē,cáp treo,7
缉,通缉,tōng jī,truy nã,6
缓,缓解,huǎn jiě,giảm bớt,4
缓,缓和,huǎn hé,làm dịu,6
缓,迟缓,chí huǎn,chậm chạp,6
缓,延缓,yán huǎn,hoãn,7
缓,缓慢,huǎn màn,chậm,7
缓,缓缓,huǎn huǎn,từ từ,7
缔,取缔,qǔ dì,cấm,7
编,编辑,biān jí,chỉnh sửa,5
编,编制,biān zhì,biên soạn,6
编,主编,zhǔ biān,tổng biên tập,7
编,改编,gǎi biān,"chuyển thể, sửa đổi",7
编,编写,biān xiě,"viết, soạn thảo",7
编,编剧,biān jù,biên kịch,7
编,编号,biān hào,đánh số,7
编,编排,biān pái,sắp xếp,7
编,编造,biān zào,bịa đặt,7
编,邮编,yóu biān,mã bưu điện,7
缘,情缘,qíng yuán,"duyên nợ, mối duyên",5
缘,缘故,yuán gù,"lý do, nguyên nhân",6
缘,边缘,biān yuán,biên giới,6
缘,无缘,wú yuán,không có cơ hội,7
缘,绝缘,jué yuán,cách điện,7
缘,缘分,yuán fèn,định mệnh,7
缘,血缘,xuè yuán,huyết thống,7
缘,人缘儿,rén yuánr,quan hệ với mọi người,7
缚,束缚,shù fù,trói buộc,7
缝,缝隙,fèng xì,"Khe hở, kẽ nứt",4
缝,裁缝,cái feng,may vá,6
缝,缝合,féng hé,khâu lại,7
缝,裂缝,liè fèng,vết nứt,7
缠,缠绕,chán rào,quấn quanh,4
缠,纠缠,jiū chán,rối rắm,7
缤,缤纷,bīn fēn,đa dạng,7
缩,缩小,suō xiǎo,thu hẹp,4
缩,缩短,suō duǎn,cắt giảm,4
缩,节衣缩食,jié yī suō shí,tiết kiệm ăn mặc,4
缩,伸缩,shēn suō,kéo dài và thu ngắn,7
缩,压缩,yā suō,nén,7
缩,收缩,shōu suō,thu hẹp,7
缩,浓缩,nóng suō,cô đặc,7
缩,畏缩,wèi suō,co rúm lại vì sợ,7
缩,紧缩,jǐn suō,thắt chặt,7
缩,缩影,suō yǐng,phiên bản thu nhỏ,7
缩,缩水,suō shuǐ,"giảm giá trị, co lại",7
缩,萎缩,wěi suō,"héo mòn, khô héo",7
缩,退缩,tuì suō,thu nhỏ lại,7
缴,缴纳,jiǎo nà,nộp,6
缴,缴费,jiǎo fèi,trả phí,7
缸,浴缸,yù gāng,bồn tắm,6
缺,缺课,quē kè,"Bỏ học, nghỉ học, vắng mặt trong giờ học.",2
缺,缺乏,quē fá,thiếu,3
缺,缺少,quē shǎo,thiếu,3
缺,缺席,quē xí,vắng mặt,3
缺,缺点,quē diǎn,khuyết điểm,3
缺,缺口,quē kǒu,lỗ hổng,6
缺,缺陷,quē xiàn,khiếm khuyết,6
缺,欠缺,qiàn quē,thiếu,7
缺,残缺,cán quē,hư hại nặng,7
缺,短缺,duǎn quē,thiếu hụt,7
缺,紧缺,jǐn quē,thiếu hụt,7
缺,缺失,quē shī,thiếu,7
罐,罐子,guàn zi,"cái lọ, cái vại, cái hũ",4
罐,罐头,guàn tou,đồ hộp,7
罐,易拉罐,yì lā guàn,hộp mở nắp,7
网,上网,shàng wǎng,lướt web,1
网,网上,wǎng shàng,trực tuyến,1
网,网友,wǎng yǒu,bạn bè trên Internet,1
网,网球,wǎng qiú,quần vợt,2
网,网站,wǎng zhàn,trang web,2
网,网络,wǎng luò,mạng,3
网,互联网,hù lián wǎng,Internet,3
网,网址,wǎng zhǐ,địa chỉ web,4
网,网吧,wǎng bā,quán net,6
网,网页,wǎng yè,trang web; trang mạng (một trang đơn lẻ trên website),6
网,电网,diàn wǎng,mạng lưới điện,7
网,网民,wǎng mín,người dùng web,7
网,网点,wǎng diǎn,điểm mạng lưới,7
网,联网,lián wǎng,kết nối mạng,7
罕,稀罕,xī han,hiếm có,4
罕,罕见,hǎn jiàn,hiếm gặp,7
罗,俄罗斯,É luó sī,Nga,1
罗,白俄罗斯,Bái é luó sī,Belarus,1
罗,罗马,Luó mǎ,Roma (thủ đô của Ý).,2
罚,罚款,fá kuǎn,phạt tiền,5
罚,惩罚,chéng fá,trừng phạt,6
罢,罢了,bà le,chỉ thế thôi,6
罢,罢工,bà gōng,đình công,6
罢,罢休,bà xiū,dừng lại,7
罩,口罩,kǒu zhào,khẩu trang,7
罩,笼罩,lǒng zhào,che phủ,7
罪,受罪,shòu zuì,chịu đựng,2
罪,罪魁祸首,zuì kuí huò shǒu,kẻ chủ mưu,4
罪,犯罪,fàn zuì,tội phạm,6
罪,罪恶,zuì'è,"tội ác, ác độc",6
罪,罪犯,zuì fàn,tội phạm,6
罪,得罪,dé zuì,xúc phạm,7
置,位置,wèi zhi,vị trí,4
置,安置,ān zhì,sắp xếp,4
置,布置,bù zhì,sắp xếp,4
置,置备,zhì bèi,"chuẩn bị, sắm sửa, trang bị",4
置,装置,zhuāng zhì,thiết bị,4
置,设置,shè zhì,thiết lập,4
置,处置,chǔ zhì,xử lý,6
置,配置,pèi zhì,sắp xếp,6
置,搁置,gē zhì,để sang một bên,7
置,放置,fàng zhì,để lên,7
置,难以置信,nán yǐ zhì xìn,khó tin,7
置,置身于,zhì shēn yú,"Đặt mình vào, ở trong",8
署,部署,bù shǔ,triển khai,6
署,签署,qiān shǔ,ký kết,7
羊,羊排,yáng pái,Sườn cừu,2
羊,羊肉,yáng ròu,thịt cừu,2
羊,羊毛,yáng máo,Lông cừu,6
羊,羊羔,yáng gāo,Cừu con,7
羊,亡羊补牢,wáng yáng bǔ láo,muộn còn hơn không,7
美,欧美,ōu měi,Âu Mỹ (Châu Âu và Châu Mỹ),1
美,美术馆,měi shù guǎn,"Bảo tàng mỹ thuật, phòng trưng bày nghệ thuật",1
美,美丽,měi lì,đẹp,2
美,美术,měi shù,nghệ thuật,2
美,优美,yōu měi,duyên dáng,3
美,健美,jiàn měi,khỏe đẹp,3
美,完美,wán měi,hoàn hảo,3
美,美元,měi yuán,Đô la Mỹ,3
美,美好,měi hǎo,tốt đẹp,3
美,美食,měi shí,ẩm thực ngon,3
美,赞美,zàn měi,ca ngợi,3
美,美味,měi wèi,món ngon,4
美,美女,měi nǚ,người đẹp,4
美,美金,měi jīn,đô la Mỹ,4
美,美人鱼,měi rén yú,"người cá, nàng tiên cá",4
美人,美人鱼,měi rén yú,"người cá, nàng tiên cá",4
美术,美术馆,měi shù guǎn,"Bảo tàng mỹ thuật, phòng trưng bày nghệ thuật",1
羔,羊羔,yáng gāo,Cừu con,7
羞,害羞,hài xiū,xấu hổ,4
羞,羞愧,xiū kuì,xấu hổ,7
羞,恼羞成怒,nǎo xiū chéng nù,giận tím người,7
羡,羡慕,xiàn mù,ngưỡng mộ,2
群,人群,rén qún,đám đông,3
群,群众,qún zhòng,quần chúng,6
群,成群结队,chéng qún jié duì,tụ tập,7
群,鹤立鸡群,hè lì jī qún,nổi bật giữa đám đông,7
群,群体,qún tǐ,"cộng đồng, tập thể",8
羹,残羹剩炙,cán gēng shèng zhì,"Cơm thừa canh cặn, đồ ăn thừa",7
羽,羽毛球,yǔ máo qiú,cầu lông,3
羽,羽绒服,yǔ róng fú,áo lông vũ,6
羽,羽毛,yǔ máo,lông vũ,8
羽毛,羽毛球,yǔ máo qiú,cầu lông,3
翁,富翁,fù wēng,người giàu,7
翅,翅膀,chì bǎng,cánh,5
翔,飞翔,fēi xiáng,bay lên,6
翠,翠绿,cuì lǜ,xanh ngọc lục bảo,7
翻,翻译,fān yì,dịch giả; dịch,1
翻,推翻,tuī fān,lật đổ,6
翻,翻天覆地,fān tiān fù dì,long trời lở đất,6
翻,翻滚,fān gǔn,"cuộn, lăn lộn, trào dâng",7
翻,翻番,fān fān,tăng theo số lần quy định,7
翻,翻来覆去,fān lái fù qù,lặp đi lặp lại,7
翼,小心翼翼,xiǎo xīn yì yì,cẩn thận tỉ mỉ,6
翼,不翼而飞,bù yì ér fēi,mất tích không dấu vết,7
耀,炫耀,xuàn yào,"khoe khoang, phô trương",6
耀,照耀,zhào yào,chiếu sáng,6
耀,夸耀,kuā yào,khoe khoang,7
耀,耀眼,yào yǎn,chói mắt,7
老,老人,lǎo rén,người già,1
老,老师,lǎo shī,giáo viên,1
老,古老,gǔ lǎo,cổ xưa,2
老,老婆,lǎo po,vợ,2
老,老家,lǎo jiā,quê hương,2
老,老年,lǎo nián,tuổi già,2
老,老是,lǎo shì,luôn luôn,2
老,敬老院,jìng lǎo yuàn,viện dưỡng lão,2
老,老朋友,lǎo péng you,bạn cũ,2
老,老板,lǎo bǎn,ông chủ,3
老,老虎,lǎohǔ,con hổ,3
老,老太太,lǎo tài tai,bà cụ,3
老,老头儿,lǎo tóur,ông già,3
老,老百姓,lǎo bǎi xìng,người dân,3
老,老公,lǎo gōng,chồng,4
老人,老人家,lǎo ren jia,người già,7
老实,老实说,lǎo shí shuō,thành thật mà nói,7
老实,说老实话,shuō lǎo shí huà,nói thật,7
考,考上,kǎo shàng,"Thi đỗ, đậu (kỳ thi)",1
考,考虑,kǎo lǜ,xem xét,1
考,考试,kǎo shì,thi,1
考,考生,kǎo shēng,thí sinh,2
考,考验,kǎo yàn,thử nghiệm,3
考,参考,cān kǎo,tham khảo,4
考,思考,sī kǎo,"nghĩ sâu sắc, cân nhắc",4
考,考察,kǎo chá,quan sát và nghiên cứu,4
考,报考,bào kǎo,đăng ký thi,6
考,考古,kǎo gǔ,khảo cổ học,6
考,考场,kǎo chǎng,phòng thi,6
考,考核,kǎo hé,kiểm tra,6
考,考题,kǎo tí,câu hỏi thi,6
考,补考,bǔ kǎo,thi lại,6
考,高考,gāo kǎo,kỳ thi tuyển sinh đại học,6
者,或者,huò zhě,hoặc,2
者,作者,zuò zhě,tác giả,3
者,记者,jì zhě,phóng viên,3
者,读者,dú zhě,độc giả,3
者,志愿者,zhì yuàn zhě,tình nguyện viên,3
者,学者,xué zhě,học giả,4
者,患者,huàn zhě,bệnh nhân,6
者,使者,shǐ zhě,đặc phái viên,7
者,前者,qián zhě,người trước,7
者,后者,hòu zhě,người kế nhiệm,7
者,旁观者,páng guān zhě,"Người ngoài cuộc, người đứng xem, người bàng quan.",8
而,而且,ér qiě,ngoài ra,2
而,不约而同,bù yuē ér tóng,đồng tình mà không cần thảo luận trước,3
而,久而久之,jiǔ ér jiǔ zhī,"lâu dần, dần dà",3
而,显而易见,xiǎn ér yì jiàn,rõ ràng,3
而,简而言之,jiǎn ér yán zhī,"nói tóm lại, nói một cách đơn giản",3
而,反而,fǎn'ér,ngược lại,4
而,然而,rán'ér,nhưng,4
而,而是,ér shì,nhưng,4
而,从而,cóng'ér,do đó,5
而,因而,yīn'ér,do đó,5
而,时而,shí ér,đôi khi,6
而,而已,ér yǐ,mà thôi,6
而,进而,jìn'ér,sau đó,6
而,不言而喻,bù yán ér yù,"Không nói cũng hiểu, hiển nhiên",6
而,侃侃而谈,kǎn kǎn ér tán,"Nói chuyện trôi chảy, hùng hồn",6
耍,耍弄,shuǎ nòng,"đùa cợt, trêu chọc; lừa bịp, thao túng",4
耍,玩耍,wán shuǎ,chơi,7
耍,耍赖,shuǎ lài,giở trò vô lý,7
耐,耐心,nài xīn,kiên nhẫn; sự kiên nhẫn,2
耐,不耐烦,bù nàifán,không kiên nhẫn,5
耐,忍耐,rěn nài,kiềm chế bản thân,6
耐,耐用,nài yòng,bền,6
耐,耐性,nài xìng,kiên nhẫn,7
耐,耐烦,nài fán,"Kiên nhẫn, nhẫn nại",7
耐,能耐,néng nài,năng lực,7
耐,渴不可耐,kě bù kě nài,"khát khô cổ, khát không chịu nổi",7
耐,耐人寻味,nài rén xún wèi,gợi suy nghĩ,7
耐,俗不可耐,sú bù kě nài,"Tục tĩu không chịu nổi, thô tục đến không thể chịu đựng được",8
耐烦,不耐烦,bù nàifán,không kiên nhẫn,5
耕,耕地,gēng dì,đất trồng trọt,7
耕,自耕自织,zì gēng zì zhī,tự cày tự dệt (tự cung tự cấp),7
耕,有机耕种,yǒu jī gēng zhòng,"canh tác hữu cơ, trồng trọt hữu cơ",8
耗,损耗,sǔn hào,"Hao hụt, tổn hao",3
耗,消耗,xiāo hào,tiêu dùng,6
耗,耗费,hào fèi,tiêu thụ,6
耗,耗时,hào shí,tốn thời gian,7
耗,能耗,néng hào,tiêu thụ năng lượng,7
耳,耳朵,ěr duo,tai,1
耳,耳机,ěr jī,tai nghe,3
耳,耳环,ěr huán,bông tai,5
耳,刺耳,cì'ěr,chói tai,7
耳,悦耳,yuè'ěr,dễ nghe,7
耳,耳光,ěr guāng,cái tát,7
耳,交头接耳,jiāo tóu jiē ěr,thì thầm với nhau,7
耳,耳熟能详,ěr shú néng xiáng,nghe quen thuộc,7
耳,耳目一新,ěr mù yī xīn,mới mẻ hoàn toàn,7
耳,耳闻目睹,ěr wén mù dǔ,mắt thấy tai nghe,7
耳,面红耳赤,miàn hóng ěr chì,mặt đỏ tai hồng; đỏ mặt tía tai,7
耸,耸立,sǒng lì,vươn thẳng lên,7
耻,可耻,kě chǐ,đáng xấu hổ,6
耻,无耻,wú chǐ,không biết xấu hổ,6
耻,耻笑,chǐ xiào,chế giễu,7
耻,耻辱,chǐ rǔ,sự sỉ nhục,7
耻,不耻下问,bù chǐ xià wèn,không ngại hỏi người dưới,7
耽,耽搁,dān gē,"trì hoãn, kéo dài",7
耽,耽误,dān wu,trì hoãn,7
耿,耿直,gěng zhí,thẳng thắn và trung thực,7
聊,无聊,wú liáo,nhàm chán,1
聊,聊天儿,liáo tiānr,"Trò chuyện, tán gẫu",1
聊,聊天,liáo tiān,tán gẫu,4
聊天,聊天儿,liáo tiānr,"Trò chuyện, tán gẫu",1
聋,聋人,lóng rén,người điếc,7
职,职业,zhí yè,nghề nghiệp,3
职,职工,zhí gōng,nhân viên và công nhân,3
职,兼职,jiān zhí,công việc bán thời gian,5
职,职位,zhí wèi,"vị trí, công việc",5
职,辞职,cí zhí,từ chức,5
职,就职,jiù zhí,nhậm chức,6
职,求职,qiú zhí,tìm việc,6
职,职能,zhí néng,chức năng,6
职,职责,zhí zé,nhiệm vụ,6
职,专职,zhuān zhí,nhiệm vụ cụ thể,7
职,任职,rèn zhí,giữ chức vụ,7
职,免职,miǎn zhí,bãi nhiệm,7
职,公职,gōng zhí,chức vụ nhà nước,7
职,在职,zài zhí,đang làm việc,7
职,离职,lí zhí,rời khỏi chức vụ,7
职业,职业病,zhí yè bìng,bệnh nghề nghiệp,7
联,联欢,lián huān,tổ chức cuộc gặp thân mật,1
联,联欢会,lián huān huì,"Buổi liên hoan, tiệc mừng",1
联,联系,lián xì,liên lạc,2
联,互联网,hù lián wǎng,Internet,3
联,联合国,Lián hé guó,Liên Hợp Quốc,3
联,联合,lián hé,liên minh,5
联,联络,lián luò,liên lạc,5
联,关联,guān lián,kết nối,6
联,联手,lián shǒu,hợp tác,6
联,联盟,lián méng,liên minh,6
联,联赛,lián sài,trận đấu giải,6
联,对联,duì lián,đối liên,7
联,联网,lián wǎng,kết nối mạng,7
联,联邦,lián bāng,liên bang,7
联合,联合国,Lián hé guó,Liên Hợp Quốc,3
联欢,联欢会,lián huān huì,"Buổi liên hoan, tiệc mừng",1
联网,互联网,hù lián wǎng,Internet,3
聘,应聘,yìng pìn,chấp nhận lời mời làm việc,4
聘,招聘,zhāo pìn,tuyển dụng,4
聘,聘请,pìn qǐng,thuê,6
聘,聘任,pìn rèn,bổ nhiệm,7
聘,聘用,pìn yòng,tuyển dụng,7
聚,聚会,jù huì,tụ họp; bữa tiệc,1
聚,聚餐,jù cān,"Ăn liên hoan, tụ tập ăn uống, bữa ăn tập thể.",2
聚,凝聚,níngjù,ngưng tụ,6
聚,聚精会神,jù jīng huì shén,tập trung cao độ,6
聚,团聚,tuán jù,đoàn tụ,7
聚,欢聚,huān jù,cuộc gặp gỡ vui vẻ,7
聚,汇聚,huì jù,tụ họp,7
聚,聚集,jù jí,tập hợp,7
聪,聪明,cōng ming,thông minh,3
肃,严肃,yán sù,nghiêm túc,2
