char,tier,pinyin,hanViet,meaningVi,radicalStatus,radical,radicalName,resolutionType,relatedCount,sentenceCount,hsk,source
诂,B,gǔ,,chú thích; giải thích,resolved,言,Bộ Ngôn,record-radical,1,0,7,chars/8BC2.json
诃,B,hē,,la mắng,resolved,言,Bộ Ngôn,record-radical,4,0,7,chars/8BC3.json
评,A,píng,Bình,đánh giá,resolved,言,Bộ Ngôn,record-radical,12,10,4,chars/8BC4.json
诅,B,zǔ,Trớ,nguyền rủa; thề (lời thề),resolved,言,Bộ Ngôn,record-radical,2,0,7,chars/8BC5.json
识,A,shí,,nhận biết,resolved,言,Bộ Ngôn,record-radical,17,10,1,chars/8BC6.json
诇,C,xiòng,,(văn học) do thám; dò xét,not-resolved,,,not-resolved,0,0,7,chars/8BC7.json
诈,A,zhà,Trá,lừa dối; lừa gạt,resolved,言,Bộ Ngôn,record-radical,8,10,6,chars/8BC8.json
诉,A,sù,,biến thể của 訴|诉[su4],resolved,言,Bộ Ngôn,record-radical,8,10,2,chars/8BC9.json
诊,A,zhěn,Chẩn,khám hoặc chữa trị y tế,resolved,言,Bộ Ngôn,record-radical,9,10,5,chars/8BCA.json
诋,B,dǐ,,phỉ báng; vu khống,resolved,言,Bộ Ngôn,record-radical,1,0,7,chars/8BCB.json
诌,B,zhōu,,bịa đặt (một câu chuyện); phiên âm Đài Loan [zou1],resolved,言,Bộ Ngôn,record-radical,3,0,7,chars/8BCC.json
词,A,cí,,từ,resolved,言,Bộ Ngôn,record-radical,14,10,3,chars/8BCD.json
诎,B,qū,,uốn cong; nhượng bộ,resolved,言,Bộ Ngôn,record-radical,0,0,7,chars/8BCE.json
诏,C,zhào,Chiếu,(văn học) khiển trách; (dạng cố định) chiếu chỉ hoàng gia,not-resolved,,,not-resolved,6,0,7,chars/8BCF.json
诐,C,bì,,không công bằng; nịnh nọt,not-resolved,,,not-resolved,0,0,7,chars/8BD0.json
译,A,yì,Dịch,dịch,resolved,言,Bộ Ngôn,record-radical,6,10,4,chars/8BD1.json
诒,B,yí,,(cổ) dâng; tặng lại,resolved,言,Bộ Ngôn,record-radical,0,0,7,chars/8BD2.json
诓,B,kuāng,,lừa dối; lừa gạt,resolved,言,Bộ Ngôn,record-radical,1,0,7,chars/8BD3.json
诔,B,lěi,,ca ngợi người đã khuất; điếu văn,resolved,言,Bộ Ngôn,record-radical,0,0,7,chars/8BD4.json
试,A,shì,Thí,thử,resolved,言,Bộ Ngôn,record-radical,17,10,3,chars/8BD5.json
诖,B,guà,,lừa dối; quấy rầy,resolved,言,Bộ Ngôn,record-radical,0,0,7,chars/8BD6.json
诗,A,shī,Thi,"bài thơ, thơ ca",resolved,言,Bộ Ngôn,record-radical,7,10,5,chars/8BD7.json
诘,B,jié,Cật,điều tra; kiềm chế,resolved,言,Bộ Ngôn,record-radical,3,0,7,chars/8BD8.json
诙,B,huī,,kỳ quặc; hài hước,resolved,言,Bộ Ngôn,record-radical,1,0,7,chars/8BD9.json
诚,A,chéng,Thành,(hình thức bó buộc) chân thành; xác thực; (văn học) thật sự; quả thật,resolved,言,Bộ Ngôn,record-radical,13,10,4,chars/8BDA.json
诛,B,zhū,Tru,xử tử (một tội phạm); trừng phạt,resolved,言,Bộ Ngôn,record-radical,6,0,7,chars/8BDB.json
诜,B,shēn,,thông báo; hỏi thăm,resolved,言,Bộ Ngôn,record-radical,0,0,7,chars/8BDC.json
话,A,huà,Thoại,câu nói,resolved,言,Bộ Ngôn,record-radical,20,10,1,chars/8BDD.json
诞,A,dàn,,sinh; sinh nhật,resolved,言,Bộ Ngôn,record-radical,7,10,6,chars/8BDE.json
诟,B,gòu,,ô nhục; chửi bới,resolved,言,Bộ Ngôn,record-radical,1,0,7,chars/8BDF.json
诠,B,quán,,giải thích; bình luận,resolved,言,Bộ Ngôn,record-radical,2,0,7,chars/8BE0.json
诡,B,guǐ,,(dạng kết hợp) xảo trá; gian xảo; (văn học) kỳ lạ; kỳ quái,resolved,言,Bộ Ngôn,record-radical,6,0,7,chars/8BE1.json
询,A,xún,,hỏi về; tìm hiểu về,resolved,言,Bộ Ngôn,record-radical,6,10,5,chars/8BE2.json
诣,C,yì,,đi (thăm người cấp trên); trình độ hiện tại trong học vấn hoặc nghệ thuật,not-resolved,,,not-resolved,2,1,7,chars/8BE3.json
诤,C,zhèng,,khuyên răn; cảnh báo ai về lỗi lầm,not-resolved,,,not-resolved,2,0,7,chars/8BE4.json
该,A,gāi,,nên,resolved,言,Bộ Ngôn,record-radical,6,10,3,chars/8BE5.json
详,A,xiáng,Tường,chi tiết; toàn diện,resolved,言,Bộ Ngôn,record-radical,6,10,4,chars/8BE6.json
诧,A,chà,,ngạc nhiên; kinh ngạc,resolved,言,Bộ Ngôn,record-radical,2,6,6,chars/8BE7.json
诨,B,hùn,,lời đùa; tên hiệu,resolved,言,Bộ Ngôn,record-radical,2,0,7,chars/8BE8.json
诩,B,xǔ,,khoe khoang; phổ biến,resolved,言,Bộ Ngôn,record-radical,1,0,7,chars/8BE9.json
诪,C,zhōu,,(văn học) nguyền rủa; lừa dối,not-resolved,,,not-resolved,0,0,7,chars/8BEA.json
诫,C,jiè,,điều răn; cấm,not-resolved,,,not-resolved,6,3,6,chars/8BEB.json
诬,C,wū,Vu,vu cáo,not-resolved,,,not-resolved,6,0,6,chars/8BEC.json
语,A,yǔ,Ngữ,phương ngữ; ngôn ngữ,resolved,言,Bộ Ngôn,record-radical,20,10,1,chars/8BED.json
诮,B,qiào,,chế nhạo; đổ lỗi,resolved,言,Bộ Ngôn,record-radical,1,0,7,chars/8BEE.json
误,A,wù,,sai lầm,resolved,言,Bộ Ngôn,record-radical,9,10,4,chars/8BEF.json
诰,C,gào,,khẩn dặn; phong tặng (danh hiệu),not-resolved,,,not-resolved,0,0,7,chars/8BF0.json
诱,C,yòu,Dụ,(văn học) dụ dỗ; lôi kéo,not-resolved,,,not-resolved,6,10,6,chars/8BF1.json
诲,B,huì,Hối,dạy; dạy bảo,resolved,言,Bộ Ngôn,record-radical,3,0,7,chars/8BF2.json
诳,C,kuáng,,lừa dối; lừa gạt; sai sự thật; nói dối,not-resolved,,,not-resolved,1,0,7,chars/8BF3.json
说,A,shuō,Thuyết,nói,resolved,言,Bộ Ngôn,record-radical,20,10,1,chars/8BF4.json
诵,A,sòng,Tụng,đọc to; đọc thuộc lòng,resolved,言,Bộ Ngôn,record-radical,6,10,6,chars/8BF5.json
诶,C,ēi,,này (để gọi ai đó),not-resolved,,,not-resolved,0,0,7,chars/8BF6.json
请,A,qǐng,Thỉnh,mời,resolved,言,Bộ Ngôn,record-radical,15,10,1,chars/8BF7.json
诸,A,Zhū,Chư,họ [Zhu1],resolved,言,Bộ Ngôn,record-radical,6,10,6,chars/8BF8.json
诹,C,zōu,,lựa chọn; tham khảo ý kiến,not-resolved,,,not-resolved,0,0,7,chars/8BF9.json
诺,A,nuò,Nặc,đồng ý; hứa,resolved,言,Bộ Ngôn,record-radical,7,10,6,chars/8BFA.json
读,A,dú,Độc,đọc,resolved,言,Bộ Ngôn,record-radical,10,10,1,chars/8BFB.json
诼,B,zhuó,,phàn nàn,resolved,言,Bộ Ngôn,record-radical,0,0,7,chars/8BFC.json
诽,A,fěi,,vu khống,resolved,言,Bộ Ngôn,record-radical,1,3,6,chars/8BFD.json
课,A,kè,Khoá,bài học,resolved,言,Bộ Ngôn,record-radical,14,10,2,chars/8BFE.json
诿,B,wěi,,trốn tránh; đổ lỗi,resolved,言,Bộ Ngôn,record-radical,1,0,7,chars/8BFF.json
谀,B,yú,Hùa,tâng bốc,resolved,言,Bộ Ngôn,record-radical,3,0,7,chars/8C00.json
谁,A,shéi,,ai,resolved,言,Bộ Ngôn,record-radical,3,10,1,chars/8C01.json
谂,C,shěn,,biết; khiển trách,not-resolved,,,not-resolved,0,0,7,chars/8C02.json
调,A,diào,Điều,điều chỉnh,resolved,言,Bộ Ngôn,record-radical,20,10,3,chars/8C03.json
谄,B,chǎn,Siểm,nịnh hót; tâng bốc,resolved,言,Bộ Ngôn,record-radical,2,0,7,chars/8C04.json
谅,A,liàng,Lượng,thể hiện sự thông cảm; tha thứ,resolved,言,Bộ Ngôn,record-radical,4,10,4,chars/8C05.json
谆,C,zhūn,,lặp đi lặp lại (khi khuyên nhủ); chân thành,not-resolved,,,not-resolved,2,2,7,chars/8C06.json
谇,B,suì,,chửi bới,resolved,言,Bộ Ngôn,record-radical,0,0,7,chars/8C07.json
谈,A,tán,Đàm,"nói chuyện, tán gẫu",resolved,言,Bộ Ngôn,record-radical,20,10,4,chars/8C08.json
谉,C,shěn,,điều tra; xét xử (trong tòa án),not-resolved,,,not-resolved,0,0,7,chars/8C09.json
谊,C,yì,,tình bạn; cũng đọc là [yi2],not-resolved,,,not-resolved,7,10,4,chars/8C0A.json
谋,A,móu,Mưu,lên kế hoạch; tìm kiếm,resolved,言,Bộ Ngôn,record-radical,10,10,6,chars/8C0B.json
谌,B,Chén,Thầm,họ [Chen2],resolved,言,Bộ Ngôn,record-radical,0,0,7,chars/8C0C.json
谍,A,dié,Điệp,do thám,resolved,言,Bộ Ngôn,record-radical,3,7,6,chars/8C0D.json
谎,A,huǎng,,lời nói dối; nói dối,resolved,言,Bộ Ngôn,record-radical,6,10,6,chars/8C0E.json
谏,B,Jiàn,Gián,họ [Jian4],resolved,言,Bộ Ngôn,record-radical,4,0,7,chars/8C0F.json
谐,A,xié,Hài,(hình thức kết hợp) hòa hợp; (hình thức kết hợp) hài hước,resolved,言,Bộ Ngôn,record-radical,6,7,6,chars/8C10.json
谑,C,xuè,Hước,vui đùa; đùa giỡn,not-resolved,,,not-resolved,6,0,7,chars/8C11.json
谒,B,yè,Yết,thăm (bề trên),resolved,言,Bộ Ngôn,record-radical,4,0,7,chars/8C12.json
谓,A,Wèi,,họ [Wei4],resolved,言,Bộ Ngôn,record-radical,6,10,5,chars/8C13.json
谔,B,è,,lời nói thẳng thắn,resolved,言,Bộ Ngôn,record-radical,0,0,7,chars/8C14.json
谕,B,yù,Dụ,mệnh lệnh (từ cấp trên),resolved,言,Bộ Ngôn,record-radical,6,0,7,chars/8C15.json
谖,B,xuān,,lừa dối; quên,resolved,言,Bộ Ngôn,record-radical,0,0,7,chars/8C16.json
谗,B,chán,Sàm,vu khống; phỉ báng,resolved,言,Bộ Ngôn,record-radical,3,0,7,chars/8C17.json
谘,C,zī,,biến thể của 咨[zi1],not-resolved,,,not-resolved,0,0,7,chars/8C18.json
谙,B,ān,Am,thông thạo; biết rõ,resolved,言,Bộ Ngôn,record-radical,1,0,7,chars/8C19.json
谚,C,yàn,Ngạn,tục ngữ,not-resolved,,,not-resolved,4,0,7,chars/8C1A.json
谛,B,dì,,xem xét; sự thật (Phật giáo),resolved,言,Bộ Ngôn,record-radical,3,0,7,chars/8C1B.json
谜,C,mí,Mê,câu đố,not-resolved,,,not-resolved,7,10,6,chars/8C1C.json
谝,B,piǎn,,khoe khoang,resolved,言,Bộ Ngôn,record-radical,0,0,7,chars/8C1D.json
谞,C,xū,,(văn học) tài năng và trí tuệ; mưu kế,not-resolved,,,not-resolved,0,0,7,chars/8C1E.json
谟,B,mó,Mô,kế hoạch; lên kế hoạch,resolved,言,Bộ Ngôn,record-radical,2,0,7,chars/8C1F.json
谠,B,dǎng,,trung thực; thẳng thắn,resolved,言,Bộ Ngôn,record-radical,0,0,7,chars/8C20.json
谡,B,sù,,điềm tĩnh; đứng dậy,resolved,言,Bộ Ngôn,record-radical,0,0,7,chars/8C21.json
谢,A,Xiè,Tạ,họ [Xie4],resolved,言,Bộ Ngôn,record-radical,8,10,1,chars/8C22.json
谣,A,yáo,Dao,ballad phổ biến; tin đồn,resolved,言,Bộ Ngôn,record-radical,6,7,6,chars/8C23.json
谤,A,bàng,Báng,phỉ báng; bôi nhọ,resolved,言,Bộ Ngôn,record-radical,2,3,6,chars/8C24.json
谥,B,shì,,thuỵ hiệu; phong thuỵ hiệu,resolved,言,Bộ Ngôn,record-radical,0,0,7,chars/8C25.json
谦,A,qiān,Khiêm,khiêm tốn,resolved,言,Bộ Ngôn,record-radical,6,10,5,chars/8C26.json
谧,B,mì,,yên tĩnh,resolved,言,Bộ Ngôn,record-radical,3,0,7,chars/8C27.json
谨,A,jǐn,Cẩn,cẩn thận; tỉ mỉ,resolved,言,Bộ Ngôn,record-radical,6,10,5,chars/8C28.json
谩,B,mán,,lừa dối,resolved,言,Bộ Ngôn,record-radical,1,0,7,chars/8C29.json
谪,B,zhé,Trích,giáng chức quan cao xuống vị trí nhỏ ở vùng xa (hình phạt thời Trung Quốc phong kiến); đày hoặc lưu đày,resolved,言,Bộ Ngôn,record-radical,3,0,7,chars/8C2A.json
谫,B,jiǎn,,nông cạn; hời hợt,resolved,言,Bộ Ngôn,record-radical,0,0,7,chars/8C2B.json
谬,A,miù,,lừa dối; nhầm lẫn,resolved,言,Bộ Ngôn,record-radical,6,6,6,chars/8C2C.json
谭,B,Tán,,họ [Tan2],resolved,言,Bộ Ngôn,record-radical,6,0,7,chars/8C2D.json
谮,B,zèn,,vu khống,resolved,言,Bộ Ngôn,record-radical,0,0,7,chars/8C2E.json
谯,B,Qiáo,,họ [Qiao2],resolved,言,Bộ Ngôn,record-radical,3,0,7,chars/8C2F.json
谰,B,lán,,vu cáo,resolved,言,Bộ Ngôn,record-radical,2,0,7,chars/8C30.json
谱,A,pǔ,Phả,nốt nhạc,resolved,言,Bộ Ngôn,record-radical,7,8,6,chars/8C31.json
谲,C,jué,Quyệt,xảo trá,not-resolved,,,not-resolved,2,0,7,chars/8C32.json
谳,B,yàn,,phán quyết tư pháp,resolved,言,Bộ Ngôn,record-radical,0,0,7,chars/8C33.json
谴,A,qiǎn,Khiển,khiển trách; phê bình,resolved,言,Bộ Ngôn,record-radical,2,4,6,chars/8C34.json
谵,C,zhān,,(văn học) nói sảng; nói mê,not-resolved,,,not-resolved,0,0,7,chars/8C35.json
谶,B,chèn,,lời tiên tri; điềm báo,resolved,言,Bộ Ngôn,record-radical,2,0,7,chars/8C36.json
谷,A,gǔ,Cốc,ngũ cốc; bắp,resolved,谷,Bộ Cốc,self-radical,6,10,6,chars/8C37.json
谽,C,hān,,một cái miệng hoặc khe hở,not-resolved,,,not-resolved,0,0,7,chars/8C3D.json
豁,A,huō,,mở rộng,resolved,谷,Bộ Cốc,record-radical,6,7,7,chars/8C41.json
豅,C,lóng,,thung lũng dài và rộng,not-resolved,,,not-resolved,0,0,7,chars/8C45.json
豆,A,dòu,Đậu,cây họ đậu; đậu hạt,resolved,豆,Bộ Đậu,self-radical,6,10,5,chars/8C46.json
豇,B,jiāng,,đậu đũa; đậu trắng,resolved,豆,Bộ Đậu,record-radical,1,0,7,chars/8C47.json
豉,B,chǐ,Xị,đậu lên men muối,resolved,豆,Bộ Đậu,record-radical,2,0,7,chars/8C49.json
豊,C,fēng,,biến thể của 豐|丰[feng1],not-resolved,,,not-resolved,0,0,7,chars/8C4A.json
豋,C,dēng,,đồ dùng nghi lễ,not-resolved,,,not-resolved,0,0,7,chars/8C4B.json
豌,B,wān,,đậu Hà Lan,resolved,豆,Bộ Đậu,record-radical,3,0,7,chars/8C4C.json
豍,C,bī,,đậu Hà Lan (Pisum sativum),not-resolved,,,not-resolved,0,0,7,chars/8C4D.json
豏,C,xiàn,,đậu nửa lớn; biến thể của 餡|馅[xian4],not-resolved,,,not-resolved,0,0,7,chars/8C4F.json
豑,C,zhì,,biến thể cũ của 秩[zhi4],not-resolved,,,not-resolved,0,0,7,chars/8C51.json
豕,B,shǐ,Thỉ,Con lợn,resolved,豕,Bộ Thỉ,self-radical,1,0,7,chars/8C55.json
豖,C,chù,,lợn bị xích,not-resolved,,,not-resolved,0,0,7,chars/8C56.json
豗,C,huī,,va chạm; tiếng lợn kêu,not-resolved,,,not-resolved,0,0,7,chars/8C57.json
豚,C,tún,,lợn sữa,not-resolved,,,not-resolved,6,0,7,chars/8C5A.json
豜,C,jiān,,lợn đã trưởng thành; lợn 3 tuổi,not-resolved,,,not-resolved,0,0,7,chars/8C5C.json
豝,C,bā,,thịt bò muối; lợn cái,not-resolved,,,not-resolved,0,0,7,chars/8C5D.json
豞,C,hòu,,tiếng lợn kêu ủn ỉn,not-resolved,,,not-resolved,0,0,7,chars/8C5E.json
象,C,xiàng,Tượng,voi; LT:隻|只[zhi1],not-resolved,,,not-resolved,11,10,4,chars/8C61.json
豢,B,huàn,,nuôi; dưỡng (động vật),resolved,豕,Bộ Thỉ,record-radical,1,0,7,chars/8C62.json
豣,C,jiān,,biến thể của 豜[jian1],not-resolved,,,not-resolved,0,0,7,chars/8C63.json
豦,B,qú,,lợn rừng; chiến đấu,resolved,豕,Bộ Thỉ,record-radical,0,0,7,chars/8C66.json
豨,C,xī,,lợn,not-resolved,,,not-resolved,0,0,7,chars/8C68.json
豩,C,bīn,,,not-resolved,,,not-resolved,0,0,,chars/8C69.json
豪,A,háo,Hào,hùng vĩ; anh hùng,resolved,豕,Bộ Thỉ,record-radical,6,10,5,chars/8C6A.json
豫,C,Yù,,viết tắt của tỉnh Hà Nam 河南 ở Trung Quốc miền trung,not-resolved,,,not-resolved,6,10,5,chars/8C6B.json
豭,C,jiā,,lợn đực; heo đực,not-resolved,,,not-resolved,0,0,7,chars/8C6D.json
豮,C,fén,,heo bị thiến,not-resolved,,,not-resolved,0,0,7,chars/8C6E.json
豱,B,wēn,,lợn đầu ngắn,resolved,豕,Bộ Thỉ,record-radical,0,0,7,chars/8C71.json
豳,B,Bīn,,tên một huyện cổ ở Thiểm Tây; biến thể của 彬[bin1],resolved,山,Bộ Sơn,record-radical,0,0,7,chars/8C73.json
豵,C,zōng,,bầy heo; con heo nhỏ,not-resolved,,,not-resolved,0,0,7,chars/8C75.json
豷,C,yì,,hơi thở của heo,not-resolved,,,not-resolved,0,0,7,chars/8C77.json
豸,B,zhì,Trại,"Loài bò sát, loài sâu không có chân gọi là ""trĩ"" 豸, sâu có chân gọi là ""trùng"" 虫",resolved,豸,Bộ Trĩ,self-radical,1,0,7,chars/8C78.json
豹,A,bào,Beo,báo,resolved,豸,Bộ Trĩ,record-radical,7,4,7,chars/8C79.json
豺,A,chái,Sài,động vật giống chó; quái thú tham lam,resolved,豸,Bộ Trĩ,record-radical,5,2,7,chars/8C7A.json
豻,B,àn,,nhà giam,resolved,豸,Bộ Trĩ,record-radical,0,0,7,chars/8C7B.json
貂,B,diāo,,chồn zibelin hoặc chồn marten (chi Martes),resolved,豸,Bộ Trĩ,record-radical,6,0,7,chars/8C82.json
貅,B,xiū,Hươu,"xem 貔貅[pi2 xiu1], con vật thần thoại tổng hợp (gốc là 貅 chỉ con cái)",resolved,豸,Bộ Trĩ,record-radical,1,0,7,chars/8C85.json
貆,C,huán,,con lửng,not-resolved,,,not-resolved,0,0,7,chars/8C86.json
貇,C,kūn,,,not-resolved,,,not-resolved,0,0,,chars/8C87.json
貉,B,hé,,"chó gấu trúc (Nyctereutes procyonoides); chó gấu trúc Bắc Trung Quốc, Hàn Quốc và Nhật Bản (tiếng Nhật: tanuki)",resolved,豸,Bộ Trĩ,record-radical,1,0,7,chars/8C89.json
貊,C,mò,,tên của một bộ tộc hoang dã; im lặng,not-resolved,,,not-resolved,0,0,7,chars/8C8A.json
貌,C,mào,,diện mạo,not-resolved,,,not-resolved,8,10,4,chars/8C8C.json
貔,B,pí,,"xem 貔貅[pi2 xiu1], loài vật thần thoại tổng hợp (nguyên gốc 貔 là giống đực)",resolved,豸,Bộ Trĩ,record-radical,1,0,7,chars/8C94.json
貘,B,mò,,lợn vòi,resolved,豸,Bộ Trĩ,record-radical,0,0,7,chars/8C98.json
貜,C,jué,,(vượn),not-resolved,,,not-resolved,0,0,7,chars/8C9C.json
貤,C,yí,,thăng chức; thưởng,not-resolved,,,not-resolved,0,0,7,chars/8CA4.json
賌,C,gāi,,biến thể cũ của 賅|赅[gai1],not-resolved,,,not-resolved,0,0,7,chars/8CCC.json
賏,C,yìng,,chuỗi ngọc trai hoặc vỏ sò xâu lại với nhau,not-resolved,,,not-resolved,0,0,7,chars/8CCF.json
賝,C,chēn,,(ngọc),not-resolved,,,not-resolved,0,0,7,chars/8CDD.json
賥,C,suì,Đút,tiền bạc và tài sản,not-resolved,,,not-resolved,0,0,7,chars/8CE5.json
賨,C,cóng,,cống nạp của các bộ lạc triều Hán,not-resolved,,,not-resolved,0,0,7,chars/8CE8.json
賮,C,jìn,,quà chia tay,not-resolved,,,not-resolved,0,0,7,chars/8CEE.json
賸,C,shèng,,còn lại; phồn thể của 剩[sheng4],not-resolved,,,not-resolved,0,0,7,chars/8CF8.json
贉,C,tǎn,,trả trước; bìa sách lụa,not-resolved,,,not-resolved,0,0,7,chars/8D09.json
贕,C,dú,,gà chết lưu (trong trứng chưa nở); biến thể của 殰|㱩[du2],not-resolved,,,not-resolved,0,0,7,chars/8D15.json
贝,A,Bèi,Buổi,họ [Bei4],resolved,貝,Bộ Bối,radical-variant,7,10,5,chars/8D1D.json
贞,C,zhēn,Trinh,trinh tiết,not-resolved,,,not-resolved,6,4,7,chars/8D1E.json
负,A,fù,Phụ,chịu trách nhiệm,resolved,人,Bộ Nhân,record-radical,14,10,4,chars/8D1F.json
贠,C,yuán,,biến thể cũ của 員|员[yuan2],not-resolved,,,not-resolved,0,0,7,chars/8D20.json
贡,A,Gòng,Cống,họ [Gong4],resolved,貝,Bộ Bối,record-radical,6,10,5,chars/8D21.json
财,A,cái,Tài,tiền; tài sản,resolved,貝,Bộ Bối,record-radical,11,10,5,chars/8D22.json
责,A,zé,Trách,bổn phận; trách nhiệm,resolved,貝,Bộ Bối,record-radical,9,10,4,chars/8D23.json
贤,A,xián,Hiền,người tài đức; cách xưng tôn trọng với người cùng thế hệ hoặc nhỏ hơn,resolved,貝,Bộ Bối,record-radical,6,5,6,chars/8D24.json
败,A,bài,Bại,thất bại,resolved,攴,Bộ Phộc,record-radical,7,10,4,chars/8D25.json
账,A,zhàng,,tài khoản,resolved,貝,Bộ Bối,record-radical,8,10,5,chars/8D26.json
货,A,huò,Hoá,hàng hóa,resolved,貝,Bộ Bối,record-radical,11,10,4,chars/8D27.json
质,A,zhì,Chất,tính cách; bản chất,resolved,斤,Bộ Cân,record-radical,20,10,4,chars/8D28.json
贩,A,fàn,,kinh doanh; mua bán,resolved,貝,Bộ Bối,record-radical,6,8,6,chars/8D29.json
贪,A,tān,Tham,tham lam,resolved,貝,Bộ Bối,record-radical,7,10,6,chars/8D2A.json
贫,C,pín,Bần,"Nghèo, nghèo khó",not-resolved,,,not-resolved,7,10,6,chars/8D2B.json
贬,C,biǎn,Biếm,"Giáng chức; chê bai, hạ thấp; giảm giá",not-resolved,,,not-resolved,6,7,6,chars/8D2C.json
购,A,gòu,,mua,resolved,貝,Bộ Bối,record-radical,8,10,4,chars/8D2D.json
贮,C,zhù,Trữ,lưu trữ; tích trữ,not-resolved,,,not-resolved,5,4,7,chars/8D2E.json
贯,A,guàn,Quan,xuyên qua; đi qua,resolved,貝,Bộ Bối,record-radical,8,10,6,chars/8D2F.json
贰,C,èr,Nhị,hai (chữ số phòng chống gian lận của ngân hàng); phản bội,not-resolved,,,not-resolved,2,0,7,chars/8D30.json
贱,C,jiàn,Tiện,rẻ tiền,not-resolved,,,not-resolved,6,0,7,chars/8D31.json
贲,C,bì,,,not-resolved,,,not-resolved,0,0,,chars/8D32.json
贳,B,shì,Thởi,mượn; mua chịu,resolved,貝,Bộ Bối,record-radical,0,0,7,chars/8D33.json
贴,A,tiē,,dán,resolved,貝,Bộ Bối,record-radical,9,10,5,chars/8D34.json
贵,C,guì,Quý,đắt,not-resolved,,,not-resolved,14,10,2,chars/8D35.json
贶,B,kuàng,,ban tặng; phong tặng,resolved,貝,Bộ Bối,record-radical,0,0,7,chars/8D36.json
贷,A,dài,,cho vay lấy lãi; vay,resolved,貝,Bộ Bối,record-radical,6,10,5,chars/8D37.json
贸,A,mào,,thương mại; mậu dịch,resolved,貝,Bộ Bối,record-radical,6,10,5,chars/8D38.json
费,A,fèi,Phí,phí,resolved,貝,Bộ Bối,record-radical,20,10,4,chars/8D39.json
贺,A,Hè,Hạ,họ [He4],resolved,貝,Bộ Bối,record-radical,7,10,4,chars/8D3A.json
贻,B,yí,,tặng; để lại,resolved,貝,Bộ Bối,record-radical,6,0,7,chars/8D3B.json
贼,C,zéi,Tặc,kẻ trộm,not-resolved,,,not-resolved,6,2,6,chars/8D3C.json
贽,B,zhì,,quà tặng cho cấp trên,resolved,貝,Bộ Bối,record-radical,1,0,7,chars/8D3D.json
贾,A,Jiǎ,,họ [Jia3],resolved,貝,Bộ Bối,record-radical,6,4,7,chars/8D3E.json
贿,C,huì,,(dạng kết hợp) hối lộ,not-resolved,,,not-resolved,6,7,6,chars/8D3F.json
赀,B,zī,,ước tính; phạt tiền (cổ),resolved,貝,Bộ Bối,record-radical,0,0,7,chars/8D40.json
赁,C,lìn,,thuê,not-resolved,,,not-resolved,1,3,6,chars/8D41.json
赂,A,lù,Lộ,"Tiền bạc, của cải, vật quý.",resolved,貝,Bộ Bối,record-radical,1,2,,chars/8D42.json
赃,A,zāng,Tang,hàng ăn cắp; đồ cướp được,resolved,貝,Bộ Bối,record-radical,6,5,7,chars/8D43.json
资,A,zī,,tài nguyên; vốn,resolved,貝,Bộ Bối,record-radical,20,10,4,chars/8D44.json
赅,B,Gāi,,họ [Gai1],resolved,貝,Bộ Bối,record-radical,1,0,7,chars/8D45.json
赆,B,jìn,,quà tặng ly biệt,resolved,貝,Bộ Bối,record-radical,0,0,7,chars/8D46.json
赇,C,qiú,,hối lộ,not-resolved,,,not-resolved,0,0,7,chars/8D47.json
赈,B,zhèn,,cứu trợ; hỗ trợ,resolved,貝,Bộ Bối,record-radical,5,0,7,chars/8D48.json
赉,B,lài,,ban tặng; phong tặng,resolved,貝,Bộ Bối,record-radical,3,0,7,chars/8D49.json
赊,B,shē,,mua hoặc bán chịu; xa,resolved,貝,Bộ Bối,record-radical,4,0,7,chars/8D4A.json
赋,C,fù,Phú,bài thơ phú; sự đánh thuế,not-resolved,,,not-resolved,6,10,6,chars/8D4B.json
赌,A,dǔ,Đổ,đánh bạc,resolved,貝,Bộ Bối,record-radical,6,6,6,chars/8D4C.json
赍,C,jī,,tặng (quà); ôm giữ (cảm xúc),not-resolved,,,not-resolved,0,0,7,chars/8D4D.json
赎,C,shú,Chuộc,chuộc lại,not-resolved,,,not-resolved,6,1,7,chars/8D4E.json
赏,A,shǎng,Thưởng,thưởng thức,resolved,貝,Bộ Bối,record-radical,8,10,5,chars/8D4F.json
赐,A,cì,,ban cho,resolved,貝,Bộ Bối,record-radical,7,8,7,chars/8D50.json
赑,C,bì,,xem 贔屭|赑屃[Bi4 xi4],not-resolved,,,not-resolved,0,0,7,chars/8D51.json
赒,B,zhōu,,cứu trợ người nghèo; bố thí,resolved,貝,Bộ Bối,record-radical,0,0,7,chars/8D52.json
赓,B,gēng,,tiếp tục (như một bài hát),resolved,貝,Bộ Bối,record-radical,0,0,7,chars/8D53.json
赔,A,péi,,bị lỗ,resolved,貝,Bộ Bối,record-radical,6,10,5,chars/8D54.json
赕,B,dǎn,,(tiếng man di cổ) nộp phạt để chuộc tội; sông,resolved,貝,Bộ Bối,record-radical,0,0,7,chars/8D55.json
赖,A,lài,,đổ lỗi,resolved,貝,Bộ Bối,record-radical,7,10,6,chars/8D56.json
赗,C,fèng,Phúng,"(văn học) tặng quà (tiền, v.v.) cho gia đình tang quyến; đóng góp chi phí tang lễ",not-resolved,,,not-resolved,0,0,7,chars/8D57.json
