target,type,pinyin,meaning,levels,libraries,radicalStatus,radical,relatedCount,collocationCount,sentenceCount,grammarCount,componentCount,hasMemory
辟,single-character,bì,(văn học) vua; quân vương; (văn học) (của quân vương) triệu hồi vào phục vụ chính thức,6,char_dictionary,resolved,口,2,6,9,0,0,False
辣,single-character,là,cay,"2,4,5","boya,hsk,new_hsk,yct",resolved,辛,5,6,10,0,1,True
辣椒,multi-character-word,là jiāo,ớt,"2,5,7","boya,hsk,new_hsk",,,0,2,6,0,2,True
辨,single-character,biàn,phân biệt; nhận ra,6,char_dictionary,not-resolved,,4,10,10,0,0,False
辨别,multi-character-word,biàn bié,phân biệt,7,new_hsk,,,0,3,6,0,2,True
辨认,multi-character-word,biàn rèn,nhận ra,"6,7","hsk,new_hsk",,,0,0,4,0,2,True
辩,single-character,biàn,tranh luận,7,new_hsk,resolved,言,4,10,10,0,1,True
辩护,multi-character-word,biàn hù,biện hộ,"6,7","hsk,new_hsk",,,0,3,5,0,2,True
辩解,multi-character-word,biàn jiě,biện minh,"6,7","hsk,new_hsk",,,0,3,3,0,2,True
辩论,multi-character-word,biàn lùn,tranh luận,"4,5","hsk,new_hsk",,,0,1,7,0,0,True
辫,single-character,biàn,bím tóc; tết tóc,6,char_dictionary,resolved,糸,1,3,5,0,0,False
辫子,multi-character-word,biàn zi,bím tóc,"5,6,7","boya,hsk,new_hsk",,,0,3,5,0,2,True
辰,single-character,chén,"chi thứ 5: 7-9 giờ sáng, tháng 3 âm lịch (5 tháng 4 - 4 tháng 5), năm Thìn; hướng la bàn cổ Trung Quốc: 120°",6,char_dictionary,resolved,辰,1,3,4,0,0,False
辱,single-character,rǔ,nhục; ô nhục,6,char_dictionary,not-resolved,,2,5,9,0,0,False
辵,single-character,chuò,"Đi, di chuyển, con đường.",99,radicals_214,resolved,辵,0,0,0,0,0,False
辶,single-character,chuò,"Đi, di chuyển, con đường.",99,radicals_214,resolved,辵,0,0,0,0,0,False
边,single-character,biān,bên,"1,2","boya,new_hsk",resolved,辵,15,10,10,4,1,True
边界,multi-character-word,biān jiè,biên giới,"6,7","boya,hsk,new_hsk",,,0,5,5,0,2,True
边疆,multi-character-word,biān jiāng,biên cương,"6,7","hsk,new_hsk",,,0,4,5,0,2,True
边缘,multi-character-word,biān yuán,biên giới,6,"hsk,new_hsk",,,0,6,8,0,2,True
边远,multi-character-word,biān yuǎn,xa xôi,7,new_hsk,,,0,3,4,0,2,True
辽,single-character,Liáo,tên gọi tắt của tỉnh Liêu Ninh 辽宁|遼寧[Liao2 ning2]; triều đại Liêu hoặc Khiết Đan (916-1125),6,char_dictionary,resolved,辵,1,0,4,0,0,False
辽阔,multi-character-word,liáo kuò,"rộng lớn, bao la","6,7","hsk,new_hsk",,,0,0,4,0,2,True
达,single-character,Dá,họ [Da2],5,char_dictionary,resolved,辵,15,10,10,1,0,False
达到,multi-character-word,dá dào,đạt được,"3,4,5,6","boya,hsk,new_hsk",,,0,2,10,0,0,True
达成,multi-character-word,dá chéng,đạt được,6,hsk,,,0,2,10,0,2,True
达标,multi-character-word,dá biāo,đạt tiêu chuẩn,7,new_hsk,,,0,3,5,0,2,True
迁,single-character,qiān,chuyển động,7,new_hsk,resolved,辵,6,10,10,0,1,True
迁就,multi-character-word,qiān jiù,nhượng bộ,"6,7","hsk,new_hsk",,,0,0,3,0,2,True
迁徙,multi-character-word,qiān xǐ,di cư,6,hsk,,,0,4,5,0,2,True
迁移,multi-character-word,qiān yí,di cư,7,new_hsk,,,0,2,6,0,2,True
迄,single-character,qì,cho đến nay; cho đến,6,char_dictionary,resolved,辵,2,3,9,0,0,False
迄今,multi-character-word,qì jīn,cho đến nay,7,new_hsk,,,1,3,9,0,2,True
迄今为止,multi-character-word,qì jīn wéi zhǐ,từ thời gian này đến thời gian khác,"6,7","hsk,new_hsk",,,0,1,6,0,4,True
迅,single-character,xùn,nhanh chóng; nhanh,5,char_dictionary,not-resolved,,1,7,10,0,0,False
迅速,multi-character-word,xùn sù,nhanh,"2,4,5,6","boya,hsk,new_hsk",,,0,7,10,0,2,True
过,single-character,guò,đã qua,"1,2,3,4","boya,hsk,new_hsk,yct",resolved,辵,15,10,10,4,0,True
过不去,multi-character-word,guò bu qù,làm khó chịu,7,new_hsk,,,0,3,5,0,3,True
过于,multi-character-word,guò yú,quá,"5,6,8","boya,hsk",,,1,6,7,1,2,True
过关,multi-character-word,guò guān,vượt qua rào cản,7,new_hsk,,,0,3,5,0,2,True
过分,multi-character-word,guò fèn,quá mức,"4,5,7","boya,hsk,new_hsk",,,0,0,1,1,0,True
过剩,multi-character-word,guò shèng,dư thừa,7,new_hsk,,,0,3,4,0,2,True
过半,multi-character-word,guò bàn,hơn một nửa,7,new_hsk,,,0,0,0,0,2,True
过去,multi-character-word,guò qù,trong quá khứ; quá khứ; đi qua,"2,3,4","boya,hsk,new_hsk,yct",,,0,5,10,4,0,True
过后,multi-character-word,guò hòu,sau đó,6,new_hsk,,,0,0,10,0,2,True
过境,multi-character-word,guò jìng,quá cảnh,7,new_hsk,,,0,0,3,0,2,True
过失,multi-character-word,guò shī,lỗi lầm,"6,7","hsk,new_hsk",,,0,4,6,0,2,True
过头,multi-character-word,guò tóu,"Quá mức, quá đáng; đi quá",7,boya,,,0,0,2,0,0,True
过奖,multi-character-word,guò jiǎng,tâng bốc,"6,7","hsk,new_hsk",,,0,2,5,0,2,True
过山车,multi-character-word,guò shān chē,"tàu lượn siêu tốc, tàu lượn",3,boya,,,0,0,2,0,0,True
过年,multi-character-word,guò nián,đón Tết,2,new_hsk,,,0,1,10,0,2,True
过度,multi-character-word,guò dù,quá mức,4,boya,,,0,5,10,0,2,True
过往,multi-character-word,guò wǎng,đi qua lại,7,new_hsk,,,0,3,5,0,2,True
过意不去,multi-character-word,guò yì bù qù,cảm thấy rất có lỗi,7,new_hsk,,,0,2,4,0,4,True
过敏,multi-character-word,guò mǐn,dị ứng,5,"hsk,new_hsk",,,0,3,6,0,2,True
过日子,multi-character-word,guò rì zi,sống,7,new_hsk,,,0,3,4,0,3,True
过早,multi-character-word,guò zǎo,sớm,7,new_hsk,,,0,2,3,0,2,True
过时,multi-character-word,guò shí,lỗi thời,6,new_hsk,,,0,1,1,0,2,True
过期,multi-character-word,guò qī,hết hạn,"5,7","hsk,new_hsk",,,0,4,10,0,2,True
过来,multi-character-word,guò lai,đến đây,2,"boya,new_hsk",,,1,2,10,4,2,True
过渡,multi-character-word,guò dù,chuyển tiếp,"5,6","hsk,new_hsk",,,0,4,5,0,2,True
过滤,multi-character-word,guò lǜ,lọc,"6,7","hsk,new_hsk",,,0,3,4,0,2,True
过瘾,multi-character-word,guò yǐn,tận hưởng,"6,7","hsk,new_hsk",,,0,3,4,0,2,True
过硬,multi-character-word,guò yìng,đạt tiêu chuẩn,7,new_hsk,,,0,3,5,0,2,True
过程,multi-character-word,guò chéng,quá trình,"3,4,5","boya,hsk,new_hsk",,,0,6,10,0,0,True
过节,multi-character-word,guò jié,ăn mừng lễ hội,"3,7",new_hsk,,,0,4,4,0,2,True
过道,multi-character-word,guò dào,hành lang,7,new_hsk,,,0,3,3,0,2,True
过错,multi-character-word,guò cuò,lỗi,7,new_hsk,,,0,3,6,0,2,True
过问,multi-character-word,guò wèn,can thiệp,"4,6","boya,hsk",,,0,2,3,0,2,True
迈,single-character,mài,bước,"6,7","hsk,new_hsk",not-resolved,,3,4,10,0,1,True
迈进,multi-character-word,mài jìn,tiến lên,7,new_hsk,,,0,2,4,0,2,True
迎,single-character,yíng,gặp gỡ,7,new_hsk,resolved,辵,5,10,10,1,1,True
迎合,multi-character-word,yíng hé,chiều theo,7,new_hsk,,,0,3,4,0,2,True
迎接,multi-character-word,yíng jiē,đón tiếp,"3,5","hsk,new_hsk",,,0,2,5,0,0,True
迎来,multi-character-word,yíng lái,chào đón,6,new_hsk,,,0,3,8,0,2,True
迎面,multi-character-word,yíng miàn,đối mặt,6,hsk,,,0,4,4,0,2,True
运,single-character,yùn,vận chuyển,5,new_hsk,resolved,辵,15,10,10,4,1,True
运作,multi-character-word,yùn zuò,hoạt động,6,new_hsk,,,0,4,4,0,2,True
运动,multi-character-word,yùn dòng,tập thể dục; thể thao,"2,3,4","boya,hsk,new_hsk,yct",,,2,10,10,4,0,True
运动会,multi-character-word,yùn dòng huì,đại hội thể thao,"3,4",new_hsk,,,0,1,8,1,3,True
运动员,multi-character-word,yùn dòng yuán,vận động viên,"3,4",new_hsk,,,0,1,10,0,3,True
运气,multi-character-word,yùn qi,vận may,"4,5","boya,hsk,new_hsk",,,0,0,5,0,0,True
运河,multi-character-word,yùn hé,kênh đào,7,new_hsk,,,0,3,4,0,2,True
运用,multi-character-word,yùn yòng,áp dụng,"4,5","hsk,new_hsk",,,0,1,3,1,0,True
运算,multi-character-word,yùn suàn,tính toán,6,hsk,,,0,5,4,0,2,True
运营,multi-character-word,yùn yíng,điều hành,7,new_hsk,,,0,3,9,0,2,True
运行,multi-character-word,yùn xíng,hoạt động,5,new_hsk,,,0,2,7,0,2,True
运转,multi-character-word,yùn zhuǎn,vận hành,7,new_hsk,,,0,2,3,0,2,True
运输,multi-character-word,yùn shū,vận chuyển,"3,5","hsk,new_hsk",,,0,5,6,0,0,True
运送,multi-character-word,yùn sòng,vận chuyển,7,new_hsk,,,0,3,4,0,2,True
近,single-character,jìn,gần,"2,3,4","boya,hsk,new_hsk,yct",resolved,辵,15,10,10,4,0,True
近代,multi-character-word,jìn dài,thời hiện đại,5,hsk,,,0,2,4,0,2,True
近年来,multi-character-word,jìn nián lái,những năm gần đây,7,new_hsk,,,0,3,10,0,3,True
近日,multi-character-word,jìn rì,trong vài ngày qua,6,new_hsk,,,0,0,4,0,2,True
近期,multi-character-word,jìn qī,gần đây,3,new_hsk,,,0,4,3,0,2,True
近来,multi-character-word,jìn lái,gần đây,6,hsk,,,0,0,3,0,2,True
近视,multi-character-word,jìn shì,cận thị,"2,6","boya,new_hsk",,,0,0,0,0,2,True
返,single-character,fǎn,trở về,5,char_dictionary,not-resolved,,6,10,10,0,0,False
返哺,multi-character-word,fǎn bǔ,Phản哺 (chim non lớn lên mớm lại thức ăn cho chim mẹ); báo hiếu (nghĩa rộng),7,boya,,,0,0,2,0,0,True
返回,multi-character-word,fǎn huí,"trở về, quay lại",5,new_hsk,,,0,3,5,0,2,True
返航,multi-character-word,fǎn háng,"quay về (bằng tàu, máy bay)",5,hsk,,,0,0,0,0,0,True
返还,multi-character-word,fǎn huán,trở về,7,new_hsk,,,0,2,3,0,2,True
还,single-character,hái,"vẫn, thêm nữa","1,2,3","boya,hsk,new_hsk,yct",resolved,辵,9,10,10,4,0,True
还原,multi-character-word,huán yuán,phục hồi; sự khôi phục,"6,7","hsk,new_hsk",,,0,5,6,0,2,True
还可以,multi-character-word,hái kě yǐ,"tạm được, cũng được, vẫn được",1,boya,,,0,0,3,2,0,True
还是,multi-character-word,hái shi,hoặc (trong câu hỏi),"1,2,3,4","boya,hsk,new_hsk,yct",,,0,3,10,4,0,True
还有,multi-character-word,hái yǒu,"còn có, ngoài ra",1,new_hsk,,,0,10,10,3,0,True
还款,multi-character-word,huán kuǎn,hoàn trả,7,new_hsk,,,0,4,4,0,2,True
这,single-character,zhè,điều này,"1,2,3,4","boya,hsk,new_hsk,yct",resolved,辵,12,10,10,4,0,True
这个,multi-character-word,zhè ge,cái này,1,new_hsk,,,0,5,10,4,0,True
这么,multi-character-word,zhè me,như thế,"1,2","boya,new_hsk",,,1,0,10,4,2,True
这么着,multi-character-word,zhè me zhe,"Như thế này, cứ như vậy",7,boya,,,0,0,2,0,0,True
这些,multi-character-word,zhè xiē,những cái này,1,"boya,hsk,new_hsk",,,0,0,10,4,2,True
这会儿,multi-character-word,zhè huìr,hiện tại,7,new_hsk,,,0,3,4,0,1,True
这儿,multi-character-word,zhèr,ở đây,"1,2,3,4","boya,hsk,new_hsk,yct",,,0,1,5,4,0,True
这就是说,multi-character-word,zhè jiù shì shuō,điều đó có nghĩa là,6,new_hsk,,,0,1,4,0,4,True
这时候,multi-character-word,zhè shí hòu,lúc này,2,new_hsk,,,0,0,0,0,3,True
这样,multi-character-word,zhè yàng,như vậy,"1,2","boya,new_hsk",,,1,1,10,1,2,True
这样一来,multi-character-word,zhè yàng yī lái,vì vậy,7,new_hsk,,,0,0,1,0,4,True
这边,multi-character-word,zhè biān,"ở đây, bên này",1,new_hsk,,,0,2,4,0,2,True
这里,multi-character-word,zhè li,ở đây,1,new_hsk,,,0,5,10,4,2,True
进,single-character,jìn,vào,"1,2,3,4","hsk,new_hsk,yct",resolved,辵,15,10,10,4,0,True
进一步,multi-character-word,jìn yī bù,tiếp tục,3,new_hsk,,,0,3,10,0,3,True
进修,multi-character-word,jìn xiū,tham gia học nâng cao,7,new_hsk,,,0,3,4,0,2,True
进入,multi-character-word,jìn rù,vào,2,new_hsk,,,0,10,10,0,2,True
进出,multi-character-word,jìn chū,ra vào,7,new_hsk,,,1,4,7,2,2,True
进出口,multi-character-word,jìn chū kǒu,nhập khẩu và xuất khẩu,7,new_hsk,,,0,4,4,0,3,True
进化,multi-character-word,jìn huà,tiến hóa,6,hsk,,,0,0,0,0,2,True
进去,multi-character-word,jìn qù,đi vào,"1,2,7","boya,new_hsk",,,0,1,7,3,2,True
进口,multi-character-word,jìn kǒu,lối vào,"4,5,6","boya,hsk,new_hsk",,,0,6,10,0,0,True
进场,multi-character-word,jìn chǎng,vào đấu trường,7,new_hsk,,,0,4,5,0,2,True
进展,multi-character-word,jìn zhǎn,tiến triển,"3,6","hsk,new_hsk",,,0,3,8,0,0,True
进度,multi-character-word,jìn dù,tiến độ,7,new_hsk,,,0,4,9,0,2,True
进攻,multi-character-word,jìn gōng,tấn công,"5,6","boya,hsk,new_hsk",,,0,1,10,0,2,True
进来,multi-character-word,jìn lái,vào,"1,2",new_hsk,,,0,4,10,2,2,True
进步,multi-character-word,jìn bù,tiến bộ,"2,3,5","boya,hsk,new_hsk",,,0,8,10,2,2,True
进程,multi-character-word,jìn chéng,quá trình,7,new_hsk,,,0,2,4,0,2,True
进而,multi-character-word,jìn'ér,sau đó,"6,7","hsk,new_hsk",,,0,3,4,1,2,True
进行,multi-character-word,jìn xíng,tiến hành,"2,4","boya,hsk,new_hsk",,,0,6,10,1,0,True
进门,multi-character-word,jìn mén,"Vào cửa, bước vào nhà",2,boya,,,0,0,4,0,0,True
远,single-character,yuǎn,xa,"1,2,3,4","boya,hsk,new_hsk,yct",resolved,辵,15,10,10,4,0,True
远古,multi-character-word,yuǎn gǔ,"Xa xưa, cổ đại, thời thượng cổ",4,boya,,,0,0,2,0,0,True
远方,multi-character-word,yuǎn fāng,nơi xa,6,new_hsk,,,0,0,2,1,2,True
远离,multi-character-word,yuǎn lí,tránh xa,6,new_hsk,,,0,0,4,2,2,True
远程,multi-character-word,yuǎn chéng,từ xa,7,new_hsk,,,0,5,4,0,2,True
远见,multi-character-word,yuǎn jiàn,nhìn xa trông rộng,7,new_hsk,,,0,2,5,0,2,True
远近闻名,multi-character-word,yuǎn jìn wén míng,nổi tiếng xa gần,7,new_hsk,,,0,3,4,0,4,True
远远,multi-character-word,yuǎn yuǎn,xa,"6,8","boya,new_hsk",,,0,2,3,0,2,True
违,single-character,wéi,không tuân theo; vi phạm,5,char_dictionary,resolved,辵,5,10,10,0,0,False
违反,multi-character-word,wéi fǎn,vi phạm,5,hsk,,,0,2,10,0,2,True
违章,multi-character-word,wéi zhāng,vi phạm quy tắc,7,new_hsk,,,0,1,2,0,2,True
违约,multi-character-word,wéi yuē,vi phạm hợp đồng,7,new_hsk,,,0,4,4,0,2,True
违背,multi-character-word,wéi bèi,trái ngược với,7,"boya,new_hsk",,,0,8,9,0,0,True
连,single-character,lián,thậm chí,"3,4","hsk,new_hsk",resolved,車,15,10,10,2,0,True
连任,multi-character-word,lián rèn,tái nhiệm liên tiếp,7,new_hsk,,,0,1,2,0,2,True
连同,multi-character-word,lián tóng,cùng với,6,hsk,,,0,2,4,0,2,True
连声,multi-character-word,lián shēng,"Liên tục phát ra tiếng, liền tiếng",8,boya,,,0,0,2,0,0,True
连夜,multi-character-word,lián yè,đêm đó,7,new_hsk,,,0,3,5,0,2,True
连忙,multi-character-word,lián máng,vội vàng,"3,5","boya,hsk,new_hsk",,,0,0,3,0,0,True
连接,multi-character-word,lián jiē,kết nối,5,new_hsk,,,0,0,9,0,2,True
连滚带爬,multi-character-word,lián gǔn dài pá,vừa lăn vừa bò,7,new_hsk,,,0,0,1,0,4,True
连环画,multi-character-word,lián huán huà,truyện tranh,5,hsk,,,0,0,0,0,0,True
连续,multi-character-word,lián xù,liên tục,"3,5","hsk,new_hsk",,,1,3,10,0,2,True
连续剧,multi-character-word,lián xù jù,phim truyền hình,3,new_hsk,,,0,3,2,0,0,True
连绵,multi-character-word,lián mián,liên tục,7,new_hsk,,,0,5,6,0,2,True
连锁,multi-character-word,lián suǒ,chuỗi,7,new_hsk,,,1,7,9,0,0,True
连锁店,multi-character-word,lián suǒ diàn,chuỗi cửa hàng,7,new_hsk,,,0,3,7,0,3,True
迟,single-character,Chí,họ [Chi2],3,char_dictionary,resolved,辵,7,10,10,4,0,False
迟到,multi-character-word,chí dào,đến muộn,"1,3,4","boya,hsk,new_hsk,yct",,,0,0,10,4,2,True
迟早,multi-character-word,chí zǎo,sớm hay muộn,"5,7","hsk,new_hsk",,,0,4,6,1,2,True
迟疑,multi-character-word,chí yí,do dự,"6,7","hsk,new_hsk",,,0,3,5,0,2,True
迟缓,multi-character-word,chí huǎn,chậm chạp,6,hsk,,,0,3,4,0,2,True
迟迟,multi-character-word,chí chí,chậm trễ,7,new_hsk,,,0,0,3,0,2,True
迟钝,multi-character-word,chí dùn,"chậm chạp, trì độn",6,hsk,,,0,0,0,0,0,True
迪,single-character,dí,khai sáng,7,char_dictionary,resolved,辵,2,3,7,0,0,False
迪厅,multi-character-word,dí tīng,"sàn nhảy, vũ trường, quán bar nhảy",1,boya,,,0,0,2,0,0,True
迫,single-character,pò,biến thể của 迫[po4]; ngược đãi,5,char_dictionary,resolved,辵,12,10,10,0,0,False
迫不及待,multi-character-word,pò bù jí dài,không thể chờ được,"6,7","hsk,new_hsk",,,0,2,3,0,4,True
迫使,multi-character-word,pò shǐ,ép buộc,7,new_hsk,,,0,3,4,0,2,True
迫切,multi-character-word,pò qiè,cấp bách,"4,5","hsk,new_hsk",,,0,1,2,0,0,True
迫害,multi-character-word,pò hài,đàn áp,"6,7","hsk,new_hsk",,,0,3,4,0,2,True
迭,single-character,dié,luân phiên; lặp đi lặp lại,7,char_dictionary,resolved,辵,2,2,6,0,0,False
迭起,multi-character-word,dié qǐ,liên tục nổi lên,7,new_hsk,,,0,2,3,0,2,True
述,single-character,shù,(hình thức kết hợp) trình bày; kể,5,char_dictionary,resolved,辵,9,10,10,1,0,False
迷,single-character,mí,bối rối; bị bối rối,"2,3,5","boya,new_hsk",resolved,辵,15,10,10,0,1,True
迷人,multi-character-word,mí rén,quyến rũ,6,"boya,hsk",,,0,0,3,0,2,True
迷信,multi-character-word,mí xìn,mê tín,"3,5,6","boya,hsk",,,0,1,1,0,2,True
迷失,multi-character-word,mí shī,bị lạc,7,new_hsk,,,0,3,6,0,0,True
迷恋,multi-character-word,mí liàn,mê mẩn,7,new_hsk,,,0,3,4,0,2,True
迷惑,multi-character-word,mí huò,gây bối rối,"6,7","boya,hsk,new_hsk",,,1,5,10,0,2,True
迷惑不解,multi-character-word,mí huò bù jiě,bối rối,7,new_hsk,,,0,2,4,0,4,True
迷糊,multi-character-word,mí hu,"Mơ màng, lơ mơ, hồ đồ, lẫn lộn",4,boya,,,0,0,2,0,0,True
迷路,multi-character-word,mí lù,lạc đường,"4,7","boya,hsk,new_hsk,yct",,,0,0,4,0,0,True
迹,single-character,jì,dấu chân; vết,5,char_dictionary,resolved,辵,10,10,10,0,0,False
迹象,multi-character-word,jì xiàng,dấu hiệu,"6,7","hsk,new_hsk",,,0,4,6,0,2,True
追,single-character,zhuī,theo đuổi,"3,5,6","boya,hsk,new_hsk",resolved,辵,11,10,10,1,1,True
追尾,multi-character-word,zhuī wěi,đuôi theo,7,new_hsk,,,0,2,3,0,2,True
追悼,multi-character-word,zhuī dào,tưởng niệm,6,hsk,,,1,6,8,0,2,True
追悼会,multi-character-word,zhuī dào huì,cuộc họp tưởng niệm,7,new_hsk,,,0,4,5,0,3,True
追求,multi-character-word,zhuī qiú,theo đuổi,"2,4,5","boya,hsk,new_hsk",,,0,8,10,1,2,True
追溯,multi-character-word,zhuī sù,truy ngược lại,"7,8","boya,new_hsk",,,0,3,6,0,2,True
追究,multi-character-word,zhuī jiū,truy cứu trách nhiệm,"6,7","boya,hsk,new_hsk",,,0,4,5,0,2,True
追赶,multi-character-word,zhuī gǎn,đuổi theo,7,new_hsk,,,0,5,4,0,2,True
追踪,multi-character-word,zhuī zōng,theo dõi,"4,7","boya,new_hsk",,,0,1,4,0,2,True
追逐,multi-character-word,zhuī zhú,theo đuổi,7,new_hsk,,,0,3,4,0,2,True
追问,multi-character-word,zhuī wèn,hỏi kỹ,7,new_hsk,,,0,2,4,0,2,True
追随,multi-character-word,zhuī suí,theo dõi,7,new_hsk,,,0,4,4,0,2,True
退,single-character,tuì,rút lui,"3,5","hsk,new_hsk",resolved,辵,13,10,10,0,0,True
退休,multi-character-word,tuì xiū,nghỉ hưu,"2,3,5","boya,hsk,new_hsk",,,1,7,10,0,2,True
退休金,multi-character-word,tuì xiū jīn,tiền hưu trí,7,new_hsk,,,0,3,3,0,3,True
退出,multi-character-word,tuì chū,"rút lui, bỏ cuộc",3,new_hsk,,,0,4,5,0,2,True
退却,multi-character-word,tuì què,rút lui,7,new_hsk,,,0,4,4,0,2,True
退回,multi-character-word,tuì huí,trả lại,7,new_hsk,,,0,3,4,0,2,True
退学,multi-character-word,tuì xué,bỏ học,7,new_hsk,,,0,0,1,0,2,True
退役,multi-character-word,tuì yì,nghỉ hưu,7,new_hsk,,,0,0,3,0,2,True
退步,multi-character-word,tuì bù,tụt hậu,5,hsk,,,0,2,5,0,2,True
退票,multi-character-word,tuì piào,trả vé,6,new_hsk,,,0,4,4,0,2,True
退缩,multi-character-word,tuì suō,thu nhỏ lại,7,"boya,new_hsk",,,0,0,3,0,2,True
退让,multi-character-word,tuì ràng,nhượng bộ,7,new_hsk,,,0,2,4,0,2,True
送,single-character,sòng,tặng,"1,2,3","boya,hsk,new_hsk,yct",resolved,辵,11,10,10,4,0,True
送别,multi-character-word,sòng bié,tiễn biệt,7,new_hsk,,,0,3,4,0,2,True
送到,multi-character-word,sòng dào,gửi đến,2,new_hsk,,,0,0,5,1,2,True
送礼,multi-character-word,sòng lǐ,tặng quà,6,new_hsk,,,0,6,6,0,2,True
送给,multi-character-word,sòng gěi,gửi,2,new_hsk,,,0,2,9,1,2,True
送行,multi-character-word,sòng xíng,tiễn biệt,6,new_hsk,,,0,1,3,0,2,True
适,single-character,kuò,xem 李适[Li3 Kuo4],4,char_dictionary,resolved,辵,11,10,10,1,0,False
适合,multi-character-word,shì hé,phù hợp,"3,4","hsk,new_hsk",,,0,3,10,0,0,True
适宜,multi-character-word,shì yí,thích hợp,"6,7","hsk,new_hsk",,,0,4,4,0,2,True
适应,multi-character-word,shì yìng,thích nghi,"3,4,5","boya,hsk,new_hsk",,,0,2,7,0,0,True
适度,multi-character-word,shì dù,vừa phải,7,new_hsk,,,0,0,1,0,2,True
适当,multi-character-word,shì dàng,phù hợp,"5,6","hsk,new_hsk",,,0,0,6,0,2,True
适时,multi-character-word,shì shí,đúng lúc,7,new_hsk,,,0,3,4,0,2,True
适用,multi-character-word,shì yòng,phù hợp,3,new_hsk,,,0,1,2,0,2,True
适量,multi-character-word,shì liàng,lượng thích hợp,"2,7","boya,new_hsk",,,0,3,5,0,2,True
逃,single-character,táo,chạy trốn,"5,6","boya,hsk",resolved,辵,3,10,10,1,1,True
逃亡,multi-character-word,táo wáng,chạy trốn,7,new_hsk,,,0,4,5,0,2,True
逃生,multi-character-word,táo shēng,thoát khỏi,7,new_hsk,,,0,2,3,0,2,True
逃避,multi-character-word,táo bì,trốn tránh,"3,5,7","boya,hsk,new_hsk",,,0,2,5,0,2,True
逆,single-character,nì,ngược,7,new_hsk,not-resolved,,2,3,7,0,1,True
逆行,multi-character-word,nì xíng,"Đi ngược chiều, ngược dòng",6,hsk,,,0,0,0,0,0,True
选,single-character,xuǎn,chọn,"2,3,6","boya,new_hsk",resolved,辵,15,10,10,3,1,True
选举,multi-character-word,xuǎn jǔ,bầu cử,6,new_hsk,,,0,7,10,0,0,True
选手,multi-character-word,xuǎn shǒu,vận động viên,"3,6","hsk,new_hsk",,,0,5,10,0,0,True
选拔,multi-character-word,xuǎn bá,tuyển chọn,6,"hsk,new_hsk",,,0,1,4,0,2,True
选择,multi-character-word,xuǎn zé,chọn; lựa chọn,"2,3,4,6","boya,hsk,new_hsk,yct",,,0,10,10,2,2,True
选民,multi-character-word,xuǎn mín,cử tri,7,new_hsk,,,0,2,3,0,2,True
选用,multi-character-word,xuǎn yòng,chọn dùng,7,new_hsk,,,0,2,3,0,2,True
选美,multi-character-word,xuǎn měi,"thi hoa hậu, thi sắc đẹp",6,boya,,,0,1,2,0,0,True
选项,multi-character-word,xuǎn xiàng,tùy chọn,7,new_hsk,,,0,2,3,0,2,True
逊,single-character,xùn,thoái vị; khiêm tốn,6,char_dictionary,resolved,辵,2,6,10,0,0,False
逊色,multi-character-word,xùn sè,kém,7,"boya,new_hsk",,,0,2,4,0,2,True
透,single-character,tòu,(hình thức kết hợp) thâm nhập; thấm qua; nói bí mật; rò rỉ,5,char_dictionary,resolved,辵,8,10,10,0,0,False
透亮,multi-character-word,tòu liang,"sáng trong, trong suốt; sáng trưng, trong vắt",3,boya,,,0,0,2,0,0,True
透彻,multi-character-word,tòu chè,thấu đáo,7,new_hsk,,,0,3,4,0,2,True
透支,multi-character-word,tòu zhī,thấu chi,7,new_hsk,,,0,3,4,0,2,True
透明,multi-character-word,tòu míng,trong suốt,"4,5","hsk,new_hsk",,,0,3,5,0,0,True
透气,multi-character-word,tòu qì,thông gió,7,new_hsk,,,0,3,6,0,2,True
透过,multi-character-word,tòu guò,xuyên qua,7,new_hsk,,,0,3,6,0,2,True
透露,multi-character-word,tòu lù,tiết lộ,6,"hsk,new_hsk",,,0,4,6,0,2,True
逐,single-character,zhú,(hình thức kết hợp) theo đuổi; đuổi đi,5,char_dictionary,resolved,辵,6,10,10,1,0,False
逐年,multi-character-word,zhú nián,từng năm,"6,7","hsk,new_hsk",,,0,4,8,0,2,True
逐步,multi-character-word,zhú bù,từng bước,"4,5","hsk,new_hsk",,,0,5,5,1,0,True
逐渐,multi-character-word,zhú jiàn,dần dần,"4,5,6","boya,hsk,new_hsk",,,0,7,10,0,0,True
递,single-character,dì,bàn giao,"5,6","boya,hsk,new_hsk",resolved,辵,5,10,10,0,1,True
递交,multi-character-word,dì jiāo,nộp,7,new_hsk,,,0,3,5,0,2,True
递增,multi-character-word,dì zēng,tăng dần,6,hsk,,,0,4,4,0,2,True
递给,multi-character-word,dì gěi,đưa qua,5,new_hsk,,,0,0,3,0,2,True
途,single-character,tú,con đường (nghĩa đen và nghĩa bóng),5,char_dictionary,resolved,辵,11,10,10,0,0,False
途中,multi-character-word,tú zhōng,trên đường,4,new_hsk,,,0,2,7,0,2,True
途径,multi-character-word,tú jìng,con đường,"3,6","boya,new_hsk",,,0,3,5,0,2,True
逗,single-character,dòu,vui nhộn,"5,7","hsk,new_hsk",resolved,辵,1,2,8,0,1,True
逗弄,multi-character-word,dòu nong,"trêu chọc, đùa giỡn, chọc ghẹo",4,boya,,,0,0,2,0,0,True
