word,hsk,charCount,pinyin,meaningShortVi,meaningFullVi,compounds,collocations,collocationsWithSentences,linkedCollocationSentences,sentences,grammar,reviewedRelations,candidateRelations,oldStatus,newStatus
过来,2,2,guò lai,đến đây,đến đây,0,3,2,2,8,7,0,0,PASS,PASS
过程,3,2,guò chéng,quá trình,"quá trình, tiến trình",0,0,0,0,0,1,0,0,PASS,PASS
过节,3,2,guò jié,ăn mừng lễ hội,"Quá tiết (quá-tiết): đón mừng ngày lễ, ăn tết. Dùng rộng cho mọi dịp lễ tết trong năm.",0,3,0,0,4,1,0,0,PASS,PASS
迎接,3,2,yíng jiē,đón tiếp,"Đón tiếp, chào đón; đón đối mặt",0,1,0,0,3,1,0,0,PASS,PASS
运动,2,2,yùn dòng,tập thể dục,"vận động, thể thao",2,3,2,2,7,6,0,1,PASS,PASS
运输,3,2,yùn shū,vận chuyển,"vận chuyển, chuyên chở; giao thông vận tải",0,2,1,1,2,1,0,0,PASS,PASS
近期,3,2,jìn qī,gần đây,"Gần đây, gần đây này, thời gian gần",0,4,0,0,3,1,0,2,PASS,PASS
近视,2,2,jìn shì,cận thị,cận thị,0,0,0,0,0,1,0,0,PASS,PASS
还是,1,2,hái shi,hoặc (trong câu hỏi),Hoặc (trong câu hỏi lựa chọn) - dùng để hỏi người nghe chọn một trong hai phương án.,0,1,0,0,16,10,0,0,PASS,PASS
还有,1,2,hái yǒu,còn có,"còn có, ngoài ra, hơn nữa (dùng để bổ sung thêm)",0,2,0,0,6,4,0,0,PASS,PASS
这个,1,2,zhè ge,cái này,cái này,0,0,0,0,20,10,0,0,PASS,PASS
这么,1,2,zhè me,như thế,nhêmmã,0,2,0,0,9,8,0,0,PASS,PASS
这些,1,2,zhè xiē,những cái này,"những, những này (từ chỉ số nhiều)",0,0,0,0,9,6,0,0,PASS,PASS
这儿,1,2,zhèr,ở đây,ở đây,0,0,0,0,9,10,1,3,PASS,PASS
这样,1,2,zhè yàng,như vậy,như vậy,0,2,1,1,3,2,0,0,PASS,PASS
这边,1,2,zhè biān,ở đây,"bên này, phía này",0,2,0,0,2,1,0,3,PASS,PASS
这里,1,2,zhè li,ở đây,"ở đây, chỗ này",0,2,1,1,8,6,0,3,PASS,PASS
进入,2,2,jìn rù,vào,"vào, đi vào",0,2,0,0,1,1,0,1,PASS,PASS
进去,1,2,jìn qù,đi vào,vào bên trong,0,0,0,0,4,4,0,1,PASS,PASS
进展,3,2,jìn zhǎn,tiến triển,"tiến triển, diễn tiến",0,2,1,1,2,1,0,0,PASS,PASS
进来,1,2,jìn lái,vào,"vào trong, đi vào",0,2,0,0,2,3,0,1,PASS,PASS
进步,2,2,jìn bù,tiến bộ,tiến bộ,0,2,0,0,4,3,0,0,PASS,PASS
进行,2,2,jìn xíng,tiến hành,tiến hành,0,2,2,2,3,2,0,1,PASS,PASS
进门,2,2,jìn mén,Vào cửa,"Vào cửa, bước vào nhà",0,0,0,0,2,1,0,0,PASS,PASS
连忙,3,2,lián máng,vội vàng,"Vội vàng, ngay lập tức",0,0,0,0,3,1,0,2,PASS,PASS
连续,3,2,lián xù,liên tục,liên tục,1,2,0,0,2,1,0,1,PASS,PASS
迟到,1,2,chí dào,đến muộn,đến muộn,0,0,0,0,6,5,0,0,PASS,PASS
迪厅,1,2,dí tīng,sàn nhảy,"sàn nhảy, vũ trường, quán bar nhảy",0,0,0,0,2,1,0,0,PASS,PASS
迷信,3,2,mí xìn,mê tín,mê tín,0,0,0,0,0,0,0,0,PARTIAL,BLOCKED-NO-SUPPORTING-EVIDENCE
追求,2,2,zhuī qiú,theo đuổi,theo đuổi,0,1,1,3,3,2,0,0,PASS,PASS
退休,2,2,tuì xiū,nghỉ hưu,Nghỉ hưu,0,2,0,0,2,1,0,0,PASS,PASS
退出,3,2,tuì chū,rút lui,"rút lui, thoát ra, bỏ cuộc",0,2,0,0,2,1,0,0,PASS,PASS
送到,2,2,sòng dào,gửi đến,gửi đến,0,1,0,0,1,2,0,0,PASS,PASS
送给,2,2,sòng gěi,gửi,"tặng, đưa cho",0,2,0,0,3,2,0,1,PASS,PASS
适合,3,2,shì hé,phù hợp,"phù hợp, thích hợp; vừa vặn",0,2,0,0,2,1,0,3,PASS,PASS
适应,3,2,shì yìng,thích nghi,"thích nghi, thích ứng; quen, quen với",0,2,0,0,2,1,0,0,PASS,PASS
适用,3,2,shì yòng,phù hợp,"phù hợp, có thể áp dụng",0,0,0,0,1,1,0,3,PASS,PASS
适量,2,2,shì liàng,lượng thích hợp,"phù hợp lượng, vừa đủ, vừa phải (không quá nhiều không quá ít)",0,3,2,2,4,1,0,0,PASS,PASS
逃避,3,2,táo bì,trốn tránh,trốn tránh,0,2,0,0,4,1,0,0,PASS,PASS
选手,3,2,xuǎn shǒu,vận động viên,"vận động viên, người được chọn",0,2,0,0,2,1,0,1,PASS,PASS
选择,2,2,xuǎn zé,chọn,chọn; lựa chọn,0,1,1,3,3,3,0,0,PASS,PASS
透亮,3,2,tòu liang,sáng trong,"sáng trong, trong suốt; sáng trưng, trong vắt",0,0,0,0,2,1,0,0,PASS,PASS
途径,3,2,tú jìng,con đường,"con đường, phương thức, kênh tiếp cận (cách thức để đạt đến mục đích)",0,3,1,1,4,1,0,0,PASS,PASS
通信,3,2,tōng xìn,thư từ,thông tin liên lạc; thư từ; liên lạc,0,2,0,0,2,1,0,0,PASS,PASS
通常,3,2,tōng cháng,thường thì,"thường thì, thông thường; đại thể",0,2,0,0,3,2,0,0,PASS,PASS
通知,2,2,tōng zhī,thông báo,thông báo,1,2,0,0,2,1,0,1,PASS,PASS
通过,2,2,tōng guò,thông qua,thông qua,0,1,1,3,5,3,0,0,PASS,PASS
逛街,3,2,guàng jiē,đi dạo phố,"đi dạo phố, đi mua sắm",0,0,0,0,2,1,0,0,PASS,PASS
速冻,1,2,sù dòng,Đông lạnh nhanh,"Đông lạnh nhanh, cấp đông",0,0,0,0,2,1,0,0,PASS,PASS
速度,3,2,sù dù,tốc độ,tốc độ; vận tốc; tốc độ di chuyển,0,2,1,1,2,1,0,0,PASS,PASS
造成,3,2,zào chéng,gây ra,"gây ra, tạo thành",0,1,0,0,1,2,0,1,PASS,PASS
遇到,2,2,yù dào,gặp phải,gặp phải,0,1,1,3,3,2,0,0,PASS,PASS
遇见,3,2,yù jiàn,gặp,gặp; bắt gặp,0,0,0,0,1,2,0,2,PASS,PASS
道教,3,2,dào jiào,Đạo giáo,"Đạo giáo — tôn giáo và triết học bản địa Trung Quốc, lấy 'Đạo' làm nền tảng, do Lão Tử sáng lập",0,4,0,0,4,1,0,0,PASS,PASS
道理,2,2,dào li,lý lẽ,"lý lẽ, đạo lý",0,3,1,2,4,3,0,0,PASS,PASS
道路,2,2,dào lù,đường,con đường,0,1,0,0,2,2,0,1,PASS,PASS
遗憾,2,2,yí hàn,hối tiếc,hối tiếc,0,2,0,0,4,1,0,0,PASS,PASS
遥远,3,2,yáo yuǎn,xa xôi,"dao viễn — xa xôi, cách một khoảng cách lớn (không gian hoặc thời gian); cảm giác xa cách, khó tiếp cận",0,3,0,0,4,1,0,0,PASS,PASS
那个,1,2,nà ge,cái đó,"cái đó, cái kia",0,0,0,0,11,10,0,0,PASS,PASS
那么,1,2,nà me,vậy thì,vậy thì; như vậy,0,1,1,3,4,3,0,0,PASS,PASS
那些,1,2,nà xiē,những cái đó,"những, những kia (chỉ số nhiều)",0,0,0,0,5,3,0,0,PASS,PASS
那儿,1,2,nàr,ở đó,"ở đó, ở kia",0,0,0,0,2,5,1,3,PASS,PASS
那样,2,2,nà yàng,loại đó,loại đó,0,1,1,2,2,1,0,0,PASS,PASS
那边,1,2,nà biān,ở đó,"bên kia, phía đó",0,0,0,0,3,1,0,3,PASS,PASS
那里,1,2,nà li,ở đó,"ở đó, chỗ đó",0,1,1,1,3,1,0,3,PASS,PASS
邮件,3,2,yóu jiàn,thư tín,"Thư tín, thư điện tử (email)",1,2,0,0,2,1,0,0,PASS,PASS
邮局,1,2,yóu jú,bưu điện,"bưu điện, bưu cục",0,2,1,1,2,1,0,0,PASS,PASS
邮票,1,2,yóu piào,tem,"tem, tem thư",0,2,0,0,1,1,0,0,PASS,PASS
邮箱,3,2,yóu xiāng,hộp thư,hộp thư,0,0,0,0,0,1,0,0,PASS,PASS
邻居,3,2,lín jū,hàng xóm,hàng xóm,0,0,0,0,2,1,0,0,PASS,PASS
郊区,2,2,jiāo qū,ngoại ô,ngoại ô,0,2,0,0,4,1,0,0,PASS,PASS
部分,1,2,bù fen,phần,"bộ phận, phần",2,3,2,5,5,3,0,0,PASS,PASS
部长,3,2,bù zhǎng,bộ trưởng,bộ trưởng,0,2,1,1,2,1,0,0,PASS,PASS
配合,3,2,pèi hé,phối hợp,"phối hợp, hợp tác, đồng bộ; yểm trợ",0,2,0,0,2,1,0,0,PASS,PASS
酒吧,1,2,jiǔ bā,quán bar,quán bar,0,1,1,2,2,1,0,0,PASS,PASS
酒店,2,2,jiǔ diàn,khách sạn,khách sạn,0,1,0,0,2,1,0,2,PASS,PASS
酒水,2,2,jiǔ shuǐ,đồ uống có cồn,đồ uống (tổng hợp cả có cồn và không cồn); nước giải khát trong bữa tiệc hoặc nhà hàng,0,4,2,2,4,1,0,0,PASS,PASS
酱油,2,2,jiàng yóu,nước tương,nước tương,0,0,0,0,4,1,0,0,PASS,PASS
酸性,3,2,suān xìng,tính axit,"tính axit, có tính axit",0,0,0,0,2,1,0,0,PASS,PASS
采取,3,2,cǎi qǔ,thực hiện,"thực hiện, áp dụng, tuyển chọn",0,1,1,1,2,1,0,1,PASS,PASS
采用,3,2,cǎi yòng,sử dụng,"sử dụng, áp dụng",0,1,0,0,2,1,0,2,PASS,PASS
采访,3,2,cǎi fǎng,phỏng vấn,"phỏng vấn, đến để hỏi thông tin, thu thập tin tức",0,3,1,1,3,1,0,0,PASS,PASS
里头,2,2,lǐ tou,bên trong,bên trong,0,2,0,0,2,1,0,2,PASS,PASS
里边,1,2,lǐ biān,bên trong,bên trong,0,2,0,0,4,2,0,2,PASS,PASS
里面,2,2,lǐ miàn,bên trong,Bên trong,0,3,2,3,4,2,0,2,PASS,PASS
重复,2,2,chóng fù,lặp lại,lặp lại,0,1,1,3,3,2,0,0,PASS,PASS
重大,3,2,zhòng dà,quan trọng,"quan trọng, to lớn, hệ trọng",0,2,0,0,3,2,0,1,PASS,PASS
重新,1,2,chóng xīn,lại lần nữa,lại lần nữa,0,2,1,1,2,1,0,0,PASS,PASS
重点,2,2,zhòng diǎn,trọng điểm,trọng điểm,0,3,2,2,3,2,0,0,PASS,PASS
重病,2,2,zhòng bìng,Bệnh nặng,"Bệnh nặng, bệnh hiểm nghèo.",0,0,0,0,2,1,0,0,PASS,PASS
重要,1,2,zhòng yào,quan trọng,quan trọng,0,2,1,3,9,6,0,1,PASS,PASS
重视,2,2,zhòng shì,coi trọng,coi trọng,0,2,0,0,2,1,0,0,PASS,PASS
野生,3,2,yě shēng,hoang dã,hoang dã,0,0,0,0,0,1,2,0,PASS,PASS
金牌,3,2,jīn pái,huy chương vàng,huy chương vàng,0,0,0,0,1,1,0,0,PASS,PASS
钉子,2,2,dīng zi,đinh,đinh,0,2,0,0,3,1,0,0,PASS,PASS
钟头,1,2,zhōng tóu,giờ,giờ đồng hồ (đơn vị thời gian); khẩu ngữ của 小时,0,3,0,0,4,1,0,2,PASS,PASS
钢琴,3,2,gāng qín,đàn piano,đàn piano,1,0,0,0,0,0,0,0,PARTIAL,PASS
钥匙,1,2,yào shi,chìa khóa,chìa khóa,0,2,0,0,2,1,1,0,PASS,PASS
钱包,1,2,qián bāo,ví,"ví tiền, cái ví",0,3,2,2,5,1,0,0,PASS,PASS
铁路,3,2,tiě lù,đường sắt,đường sắt,0,2,0,0,2,1,0,0,PASS,PASS
铅笔,2,2,qiān bǐ,bút chì,bút chì,0,2,0,0,3,2,0,0,PASS,PASS
银牌,3,2,yín pái,huy chương bạc,huy chương bạc,0,0,0,0,1,1,0,0,PASS,PASS
银行,1,2,yín háng,ngân hàng,"Ngân hàng là tổ chức tài chính cung cấp các dịch vụ như gửi tiết kiệm, cho vay, chuyển tiền và các giao dịch tài chính khác.",1,3,1,1,7,5,0,0,PASS,PASS
锋利,3,2,fēng lì,sắc bén,"Phong lợi — sắc bén, nhọn (dao, kiếm); cũng dùng nghĩa bóng: lập luận sắc sảo, lời nói cay độc. 锋 (phong — mũi nhọn) + 利 (lợi — sắc, bén).",0,4,0,0,4,1,0,0,PASS,PASS
错误,3,2,cuò wù,sai lầm,"sai lầm, lỗi; sai, nhầm",0,1,0,0,2,2,0,0,PASS,PASS
错过,2,2,cuò guò,bỏ lỡ,bỏ lỡ,0,0,0,0,1,2,0,0,PASS,PASS
锻炼,1,2,duàn liàn,tập thể dục,tập thể dục,0,2,0,0,4,3,0,1,PASS,PASS
长城,2,2,Cháng chéng,Vạn Lý Trường Thành,Vạn Lý Trường Thành,0,2,0,0,2,1,0,0,PASS,PASS
长处,3,2,cháng chu,ưu điểm,"ưu điểm, điểm mạnh",0,2,0,0,2,1,0,1,PASS,PASS
长大,2,2,zhǎng dà,trưởng thành,trưởng thành,0,2,0,0,2,1,0,2,PASS,PASS
长期,3,2,cháng qī,dài hạn,Dài hạn,0,0,0,0,3,1,0,0,PASS,PASS
长江,2,2,Cháng jiāng,Trường Giang,"Trường Giang — con sông dài nhất Trung Quốc (khoảng 6.300 km), bắt nguồn từ Tây Tạng, đổ ra biển Đông tại Thượng Hải. Tên Hán-Việt: Trường Giang (長江).",0,4,1,1,5,1,0,0,PASS,PASS
门口,1,2,mén kǒu,lối vào,"lối vào, cửa",0,2,2,4,4,1,0,1,PASS,PASS
门票,1,2,mén piào,vé vào cửa,"vé vào cửa, vé tham quan",0,3,1,2,5,2,0,0,PASS,PASS
问好,2,2,wèn hǎo,Hỏi thăm,"Hỏi thăm, gửi lời hỏi thăm",0,0,0,0,3,2,0,1,PASS,PASS
问路,2,2,wèn lù,hỏi đường,hỏi đường,0,1,0,0,1,1,0,0,PASS,PASS
问题,1,2,wèn tí,câu hỏi,"vấn đề, câu hỏi",1,3,1,1,16,10,0,0,PASS,PASS
闹钟,1,2,nào zhōng,đồng hồ báo thức,náo + chung (đồng hồ báo thức),0,0,0,0,3,1,0,0,PASS,PASS
阅读,1,2,yuè dú,đọc,đọc; xem xét; trải qua,0,2,0,0,2,1,0,0,PASS,PASS
队员,3,2,duì yuán,thành viên đội,"đội viên, thành viên đội",0,2,0,0,2,1,0,0,PASS,PASS
队长,2,2,duì zhǎng,đội trưởng,đội trưởng,0,2,0,0,3,1,0,0,PASS,PASS
防止,3,2,fáng zhǐ,ngăn ngừa,Ngăn ngừa,0,0,0,0,3,1,0,0,PASS,PASS
阳光,2,2,yáng guāng,ánh nắng,ánh nắng,0,1,0,0,3,2,0,0,PASS,PASS
阴天,2,2,yīn tiān,trời âm u,âm thiên,0,2,0,0,4,2,0,0,PASS,PASS
阿姨,3,2,ā yí,dì,dì,0,1,1,2,2,1,0,0,PASS,PASS
附近,2,2,fù jìn,gần đây,"gần đây, ở gần, lân cận",0,3,0,0,5,3,0,2,PASS,PASS
陆续,3,2,lù xù,lần lượt,"lần lượt, nối tiếp nhau",0,2,1,3,4,1,0,0,PASS,PASS
陌生,2,2,mò shēng,lạ,"xa lạ, không quen",0,2,0,0,6,3,0,0,PASS,PASS
限于,3,2,xiàn yú,bị giới hạn,"bị giới hạn trong, chỉ được...",0,3,3,3,5,1,0,0,PASS,PASS
院子,2,2,yuàn zi,sân,sân,0,1,1,1,2,1,0,0,PASS,PASS
院长,2,2,yuàn zhǎng,hiệu trưởng,"hiệu trưởng, viện trưởng",0,2,2,2,2,1,0,1,PASS,PASS
除了,2,2,chú le,ngoài ra,"ngoài ra, trừ ra",0,2,0,0,6,4,0,2,PASS,PASS
除非,3,2,chú fēi,chỉ khi,"trừ khi, chỉ khi — biểu thị điều kiện duy nhất để một sự việc có thể xảy ra hoặc không xảy ra",0,3,0,0,5,2,0,0,PASS,PASS
随便,1,2,suí biàn,tùy ý,tùy ý,0,1,1,2,2,2,0,0,PASS,PASS
随时,2,2,suí shí,bất kỳ lúc nào,bất kỳ lúc nào,0,3,1,1,3,1,0,0,PASS,PASS
隐患,3,2,yǐn huàn,nguy cơ tiềm ẩn,"nguy cơ tiềm ẩn, rủi ro",0,0,0,0,1,1,0,0,PASS,PASS
隐私,3,2,yǐn sī,sự riêng tư,sự riêng tư,0,0,0,0,0,1,0,0,PASS,PASS
隔壁,2,2,gé bì,bên cạnh,"cách vách, kế bên, nhà hàng xóm",0,3,1,1,5,1,0,2,PASS,PASS
难以,3,2,nán yǐ,khó,khó; khó có thể; khó mà,0,0,0,0,3,2,0,0,PASS,PASS
难免,3,2,nán miǎn,khó tránh,"không tránh khỏi, khó tránh",0,2,1,1,3,2,0,0,PASS,PASS
难受,2,2,nán shòu,khó chịu,khó chịu,0,3,0,0,3,1,0,0,PASS,PASS
难吃,2,2,nán chī,Khó ăn,"Khó ăn, dở (món ăn)",0,0,0,0,2,1,0,0,PASS,PASS
难听,2,2,nán tīng,khó nghe,Khó nghe; xấu nghiệp (âm thanh); nói khó ưa,0,3,1,1,3,1,0,0,PASS,PASS
难度,3,2,nán dù,mức độ khó khăn,mức độ khó khăn; độ khó,0,2,1,1,2,1,0,0,PASS,PASS
难得,2,2,nán dé,hiếm,"hiếm có, khó có được, quý giá",0,0,0,0,3,1,0,0,PASS,PASS
难忘,2,2,nán wàng,không thể quên,không thể quên,0,0,0,0,0,1,0,0,PASS,PASS
难看,2,2,nán kàn,xấu xí,"xấu, khó coi",0,3,0,0,2,1,0,0,PASS,PASS
难过,2,2,nán guò,buồn,buồn,0,2,0,0,3,2,0,1,PASS,PASS
难道,2,2,nán dào,chẳng lẽ,"chẳng lẽ, lẽ nào",0,0,0,0,2,2,0,0,PASS,PASS
难题,2,2,nán tí,vấn đề khó,vấn đề khó,0,2,1,1,3,1,0,0,PASS,PASS
雄伟,2,2,xióng wěi,hùng vĩ,hùng vĩ,0,2,0,0,4,1,0,0,PASS,PASS
雄壮,3,2,xióng zhuàng,hùng tráng,"hùng tráng, hùng dũng",0,0,0,0,2,1,0,0,PASS,PASS
集中,3,2,jí zhōng,tập trung,tập trung,0,2,0,0,1,1,0,0,PASS,PASS
集体,3,2,jí tǐ,tập thể,"Tập thể, cộng đồng",0,2,1,1,3,1,0,0,PASS,PASS
雨伞,3,2,yǔ sǎn,ô,"cái ô, ô",0,0,0,0,4,2,0,0,PASS,PASS
雨衣,3,2,yǔ yī,áo mưa,áo mưa (vũ y — vũ + y),0,4,0,0,4,1,0,0,PASS,PASS
雪亮,3,2,xuě liàng,Sáng như tuyết,"Sáng như tuyết, rất sáng, rõ ràng",0,0,0,0,2,1,0,0,PASS,PASS
零下,1,2,líng xià,dưới không,linh hạ,0,2,1,1,3,1,0,0,PASS,PASS
零钱,1,2,líng qián,tiền lẻ,tiền lẻ,0,2,0,0,4,1,0,0,PASS,PASS
需求,3,2,xū qiú,nhu cầu,nhu cầu,0,1,0,0,1,1,0,0,PASS,PASS
需要,1,2,xū yào,cần,"cần, cần thiết",0,2,0,0,8,7,0,0,PASS,PASS
青年,2,2,qīng nián,thanh niên,thanh niên,0,1,0,0,2,1,0,0,PASS,PASS
非常,1,2,fēi cháng,cực kỳ,"cực kỳ, rất",0,2,1,3,6,10,0,2,PASS,PASS
面临,3,2,miàn lín,đối mặt với,đối mặt với,0,1,1,2,2,1,0,0,PASS,PASS
面前,2,2,miàn qián,trước mặt,trước mặt,0,2,1,2,2,1,0,0,PASS,PASS
面包,1,2,miàn bāo,bánh mì,bánh mì,0,3,3,5,6,4,0,0,PASS,PASS
面子,1,2,miàn zi,thể diện,thể diện,0,0,0,0,0,0,0,0,PARTIAL,BLOCKED-NO-SUPPORTING-EVIDENCE
面对,3,2,miàn duì,đối mặt,"đối mặt, đối diện",1,2,1,1,2,2,0,0,PASS,PASS
面条,1,2,miàn tiáo,mì,mì (sợi),1,3,3,5,5,2,0,0,PASS,PASS
面积,2,2,miàn jī,diện tích,diện tích; bề mặt,0,2,0,0,2,1,0,0,PASS,PASS
面食,1,2,miàn shí,Món ăn làm từ bột mì,"Món ăn làm từ bột mì, thực phẩm bột mì",0,0,0,0,2,1,0,0,PASS,PASS
鞭炮,3,2,biān pào,pháo,pháo,0,2,0,0,4,1,0,0,PASS,PASS
音乐,1,2,yīn yuè,âm nhạc,âm nhạc,1,2,1,2,4,3,0,0,PASS,PASS
音节,2,2,yīn jié,âm tiết,âm tiết,0,1,1,2,2,1,0,0,PASS,PASS
项目,3,2,xiàng mù,mục,"dự án, hạng mục, mục",0,3,1,1,3,1,0,0,PASS,PASS
顺便,3,2,shùn biàn,tiện thể,"thuận tiện — nhân tiện, tiện thể; làm gì đó trong lúc đang làm việc khác",0,3,0,0,4,1,0,0,PASS,PASS
顺利,1,2,shùn lì,suôn sẻ,suôn sẻ,0,2,0,0,2,1,0,0,PASS,PASS
顺序,2,2,shùn xù,trật tự,"thứ tự, trình tự",0,3,1,1,3,1,0,1,PASS,PASS
顽皮,2,2,wán pí,nghịch ngợm,nghịch ngợm,0,0,0,0,0,1,0,0,PASS,PASS
顾客,2,2,gù kè,khách hàng,khách hàng,0,2,0,0,1,1,0,1,PASS,PASS
预习,3,2,yù xí,chuẩn bị trước,"chuẩn bị bài, ôn bài trước",0,2,0,0,1,1,0,0,PASS,PASS
预兆,3,2,yù zhào,điềm,"Điềm báo trước, dấu hiệu báo hiệu — hiện tượng hoặc sự kiện gợi lên điều sắp xảy ra (tốt hoặc xấu).",0,4,0,0,4,1,0,0,PASS,PASS
预报,3,2,yù bào,dự báo,dự báo,0,2,2,2,2,1,0,0,PASS,PASS
预言,3,2,yù yán,tiên đoán,"lời tiên tri, dự ngôn; lời đoán trước về sự việc sẽ xảy ra trong tương lai",0,3,0,0,4,1,0,0,PASS,PASS
预计,3,2,yù jì,dự đoán,"dự tính, dự kiến trước",0,2,0,0,2,1,0,0,PASS,PASS
预防,3,2,yù fáng,phòng ngừa,Phòng ngừa,0,3,1,1,3,1,0,0,PASS,PASS
领先,3,2,lǐng xiān,dẫn đầu,"dẫn đầu, đi trước",0,1,0,0,2,1,0,0,PASS,PASS
领导,3,2,lǐng dǎo,lãnh đạo,"Lãnh đạo, người đứng đầu; dẫn dắt, chỉ đạo",0,2,0,0,2,1,0,0,PASS,PASS
领悟,3,2,lǐng wù,hiểu,"Lĩnh ngộ — chợt hiểu ra, bừng sáng nhận thức; khoảnh khắc tâm trí thấu suốt điều trước đó chưa hiểu, thường sau suy nghĩ lâu hoặc trải nghiệm.",0,3,0,0,4,1,0,4,PASS,PASS
领教,3,2,lǐng jiào,lĩnh giáo,"lĩnh giáo, được trải nghiệm (điều không hay)",0,0,0,0,2,1,0,0,PASS,PASS
频繁,3,2,pín fán,thường xuyên,thường xuyên,0,0,0,0,0,0,0,3,PARTIAL,BLOCKED-NO-SUPPORTING-EVIDENCE
题目,3,2,tí mù,tiêu đề,"tiêu đề, chủ đề, đề bài",0,2,0,0,2,1,0,1,PASS,PASS
颜色,1,2,yán sè,màu sắc,màu sắc,0,0,0,0,2,2,0,1,PASS,PASS
风景,1,2,fēng jǐng,phong cảnh,phong cảnh,0,1,1,2,2,1,0,1,PASS,PASS
风格,3,2,fēng gé,phong cách,"phong cách; gu, văn phong; tính cách",0,2,0,0,2,1,0,0,PASS,PASS
风险,3,2,fēng xiǎn,rủi ro,rủi ro,0,2,0,0,0,1,0,0,PASS,PASS
飞机,1,2,fēi jī,máy bay,máy bay,0,1,1,3,7,4,0,0,PASS,PASS
飞行,3,2,fēi xíng,bay,"bay, phi hành; chuyến bay",1,2,0,0,2,1,0,0,PASS,PASS
食品,1,2,shí pǐn,thực phẩm,"Thực phẩm, đồ ăn",0,2,0,0,3,1,0,0,PASS,PASS
食堂,1,2,shí táng,nhà ăn,"canteen, nhà ăn, căng tin",0,0,0,0,1,1,0,0,PASS,PASS
食指,2,2,shí zhǐ,ngón trỏ,ngón trỏ,0,0,0,0,2,1,0,0,PASS,PASS
食物,2,2,shí wù,thức ăn,thức ăn,0,0,0,0,3,1,0,0,PASS,PASS
餐厅,2,2,cān tīng,quán ăn,quán ăn,1,2,0,0,4,1,0,0,PASS,PASS
饭店,1,2,fàn diàn,nhà hàng,"nhà hàng, khách sạn",0,2,0,0,3,2,0,1,PASS,PASS
饭盒,3,2,fàn hé,Hộp cơm,Hộp cơm,0,0,0,0,2,1,0,0,PASS,PASS
饭馆,1,2,fàn guǎn,nhà hàng,phạn quán,0,1,0,0,5,4,0,1,PASS,PASS
饮料,3,2,yǐn liào,đồ uống,"đồ uống — các loại thức uống (nước ngọt, nước trái cây, trà, v.v.); bao gồm cả đồ uống có cồn và không cồn, nhưng thường hiểu là đồ uống không cồn.",0,5,1,1,5,2,0,0,PASS,PASS
饺子,1,2,jiǎo zi,há cảo,cảo tử,0,2,1,2,5,5,0,0,PASS,PASS
馅儿,1,2,xiànr ,Nhân (bánh,"Nhân (bánh, há cảo...)",0,0,0,0,2,1,0,0,PASS,PASS
馒头,2,2,mán tou,bánh bao hấp,"bánh mì hấp, bánh bao",0,0,0,0,3,1,0,0,PASS,PASS
首先,3,2,shǒu xiān,trước hết,"trước hết, trước tiên",0,2,0,0,5,3,0,0,PASS,PASS
首都,3,2,shǒu dū,thủ đô,"thủ đô, capital city",0,2,0,0,2,1,0,0,PASS,PASS
香蕉,2,2,xiāng jiāo,chuối,Chuối,0,4,1,1,3,2,0,0,PASS,PASS
马上,1,2,mǎ shàng,ngay lập tức,"ngay lập tức, ngay",0,2,2,4,4,3,0,2,PASS,PASS
马路,1,2,mǎ lù,đường,đường phố,0,2,1,1,3,1,0,1,PASS,PASS
马鞭,3,2,mǎ biān,roi ngựa,roi ngựa,0,0,0,0,2,1,0,0,PASS,PASS
骄傲,2,2,jiāo'ào,tự hào,tự hào,0,0,0,0,0,1,0,1,PASS,PASS
高中,2,2,gāo zhōng,trường trung học phổ thông,trường trung học phổ thông,0,1,1,2,2,1,0,0,PASS,PASS
高兴,1,2,gāo xìng,vui mừng,"vui, vui vẻ",0,2,2,6,13,10,0,0,PASS,PASS
高尚,3,2,gāo shàng,cao quý,cao quý,0,0,0,0,3,1,0,0,PASS,PASS
高级,2,2,gāo jí,cao cấp,cao cấp,0,1,1,2,2,1,0,0,PASS,PASS
高速,3,2,gāo sù,cao tốc,"cao tốc, tốc độ cao; đường cao tốc",1,2,1,1,2,1,0,0,PASS,PASS
高铁,3,2,gāo tiě,đường sắt cao tốc,"tàu cao tốc, đường sắt cao tốc",0,0,0,0,0,1,0,0,PASS,PASS
魅力,3,2,mèi lì,sức hấp dẫn,sức hấp dẫn,0,2,0,0,4,1,0,0,PASS,PASS
鸡蛋,1,2,jī dàn,trứng gà,trứng gà,1,3,3,3,4,1,0,0,PASS,PASS
鸭蛋,2,2,yā dàn,Trứng vịt,Trứng vịt,0,0,0,0,2,1,0,0,PASS,PASS
麻将,3,2,má jiàng,mạt chược,mạt chược (trò chơi bài của Trung Quốc),0,3,3,3,4,1,0,0,PASS,PASS
麻烦,1,2,má fan,phiền phức,"phiền phức, rắc rối; gây phiền; điều phiền toái",0,2,1,1,2,1,0,0,PASS,PASS
黄河,2,2,Huáng hé,Sông Hoàng Hà,Sông Hoàng Hà.,0,0,0,0,3,2,0,0,PASS,PASS
黄色,2,2,huáng sè,màu vàng,hoàng sắc,0,2,0,0,2,1,0,0,PASS,PASS
黑客,3,2,hēi kè,hacker,"Hắc khách — hacker, kẻ xâm nhập hệ thống máy tính trái phép. Có thể chỉ cả hacker mũ đen (phá hoại) lẫn hacker mũ trắng (bảo mật).",0,3,3,3,4,1,0,0,PASS,PASS
