word,collocation,collocationPinyin,collocationMeaning,sentenceChinese,sentencePinyin,sentenceMeaning,source
范畴,范畴之内,fànchóu zhī nèi,trong phạm trù,这个问题不在我们讨论的范畴之内。,Zhège wèntí bù zài wǒmen tǎolùn de fànchóu zhī nèi.,Vấn đề này nằm ngoài phạm trù thảo luận của chúng tôi.,hsk_3.json
范畴,哲学范畴,zhéxué fànchóu,phạm trù triết học,哲学范畴包括时间、空间和因果关系。,"Zhéxué fànchóu bāokuò shíjiān, kōngjiān hé yīnguǒ guānxi.","Phạm trù triết học bao gồm thời gian, không gian và quan hệ nhân quả.",hsk_3.json
药水,眼药水,yǎn yào shuǐ,thuốc nhỏ mắt,这是眼药水,zhè shì yǎn yào shuǐ,Đây là thuốc nhỏ mắt,hsk_2.json
莲子,莲子粥,liánzǐ zhōu,cháo hạt sen,莲子粥很好喝,Liánzǐ zhōu hěn hǎohē,Cháo hạt sen rất ngon,hsk_2.json
菩萨,观音菩萨,Guānyīn Púsà,Quan Âm Bồ Tát,观音菩萨,Guānyīn Púsà,Quan Âm Bồ Tát,hsk_3.json
菩萨,菩萨心肠,Púsà xīncháng,lòng từ bi,菩萨心肠,Púsà xīncháng,Lòng từ bi như Bồ Tát,hsk_3.json
菩萨,拜菩萨,bài Púsà,lạy Bồ Tát,拜菩萨,bài Púsà,Lạy Bồ Tát,hsk_3.json
营养,有营养,yǒu yíngyǎng,có dinh dưỡng,蔬菜很有营养。,Shūcài hěn yǒu yíngyǎng.,Rau rất giàu dinh dưỡng.,hsk_2.json
蚊子,蚊子咬,wénzi yǎo,muỗi đốt,蚊子咬了我,wénzi yǎo le wǒ,Muỗi đã đốt tôi,hsk_2.json
蛋糕,吃蛋糕,chī dàn gāo,ăn bánh,咱们一边吃蛋糕，一边聊天儿吧。,zán men yī biān chī dàn gāo yī biān liáo tiān ér ba,Chúng mình vừa ăn bánh ngọt vừa trò chuyện đi.,new_hsk_3.json
血液,血液循环,xuèyè xúnhuán,tuần hoàn máu,血液循环不好,Xuèyè xúnhuán bù hǎo,Tuần hoàn máu không tốt,hsk_3.json
血液,血液检查,xuèyè jiǎnchá,xét nghiệm máu,血液检查结果出来了,Xuèyè jiǎnchá jiéguǒ chūlái le,Kết quả xét nghiệm máu đã có,hsk_3.json
衣服,新衣服,xīn yī fu,quần áo mới,我买了很多新衣服,Wǒ mǎi le hěn duō xīn yī fu,Tôi mua được rất nhiều quần áo mới,hsk_1.json
衣服,穿衣服,chuān yī fu,mặc quần áo,穿衣服要注意场合,Chuān yī fu yào zhù yì chǎng hé,Mặc quần áo cần chú ý hoàn cảnh,hsk_1.json
表扬,受到表扬,shòudào biǎoyáng,được khen ngợi,他因为做好事而受到表扬。,Tā yīnwèi zuò hǎoshì ér shòudào biǎoyáng.,Anh ấy được khen ngợi vì đã làm việc tốt.,hsk_2.json
表示,表示感谢,biǎo shì gǎn xiè,bày tỏ cảm ơn,他表示感谢。,tā biǎo shì gǎn xiè。,Anh ấy bày tỏ lòng biết ơn.,hsk_2.json
表面,表面现象,biǎo miàn xiàn xiàng,hiện tượng bên ngoài,这只是表面现象。,zhè zhǐ shì biǎo miàn xiàn xiàng。,Đây chỉ là hiện tượng bề mặt.,hsk_3.json
被子,晒被子,shài bèizi,phơi chăn,妈妈正在晒被子。,Māma zhèngzài shài bèizi.,Mẹ đang phơi chăn.,hsk_3.json
西北,西北,xī běi,Tây Bắc,西北地区,xī běi dì qū,Vùng tây bắc,hsk_2.json
西北,西北,xī běi,Tây Bắc,向西北方向,xiàng xī běi fāng xiàng,Hướng tây bắc,hsk_2.json
西南,西南,xī nán,Tây Nam,西南地区,xī nán dì qū,Vùng Tây Nam,hsk_2.json
西南,西南,xī nán,Tây Nam,向西南方向,xiàng xī nán fāng xiàng,Hướng Tây Nam,hsk_2.json
西方,西方国家,xī fāng guó jiā,các nước phương Tây,在西方国家,zài xī fāng guó jiā,Ở các nước phương Tây,hsk_2.json
西瓜,吃西瓜,chī xī guā,ăn dưa hấu,夏天吃西瓜很解渴。,Xiàtiān chī xīguā hěn jiěkě.,Mùa hè ăn dưa hấu rất giải khát.,hsk_3.json
西边,西边,xībian,bên tây,太阳在西边落下,Tàiyáng zài xībiān luò xià,Mặt trời lặn ở phía tây,hsk_1.json
西边,西边,xībian,bên tây,我家在西边,Wǒ jiā zài xībiān,Nhà tôi ở phía tây,hsk_1.json
西边,西边,xībian,bên tây,向西边走,xiàng xībiān zǒu,đi về phía tây,hsk_1.json
西餐,吃西餐,chī xī cān,ăn món Tây,我想吃西餐,wǒ xiǎng chī xī cān,Tôi muốn ăn món Tây,hsk_2.json
要命,热得要命,rè de yàomìng,nóng kinh khủng,天气热得要命，出门都不想,"Tiānqì rè de yàomìng, chūmén dōu bù xiǎng","Trời nóng kinh khủng, không muốn ra ngoài chút nào",hsk_3.json
见闻,见闻广博,jiànwén guǎngbó,vốn hiểu biết rộng rãi,他的见闻广博，知道很多奇闻异事。,"Tā de jiànwén guǎngbó, zhīdào hěnduō qíwén yìshì.","Vốn hiểu biết của anh ấy rộng rãi, biết nhiều chuyện lạ kỳ.",hsk_3.json
见面,第一次见面,dì yī cì jiànmiàn,lần đầu gặp mặt,第一次见面,Dì yī cì jiànmiàn,lần đầu gặp mặt,hsk_1.json
观察,仔细观察,zǐ xì guān chá,quan sát kỹ,请你仔细观察一下。,qǐng nǐ zǐ xì guān chá yī xià。,Hãy quan sát kỹ một chút.,hsk_3.json
视频,视频通话,shìpín tōnghuà,cuộc gọi video,视频通话很方便,shìpín tōnghuà hěn fāngbiàn,cuộc gọi video rất tiện,hsk_3.json
觉得,我觉得,wǒ juéde,tôi cảm thấy,我觉得今天很冷。,Wǒ juéde jīntiān hěn lěng.,Tôi cảm thấy hôm nay rất lạnh.,hsk_1.json
觉得,我觉得,wǒ juéde,tôi cảm thấy,我觉得这是一个好主意。,Wǒ juéde zhè shì yīgè hǎo zhǔyì.,Tôi nghĩ đây là một ý kiến hay.,hsk_1.json
觉得,我觉得,wǒ juéde,tôi cảm thấy,我觉得听和说还可以，读和写不好。,wǒ jué dé tīng hé shuō hái kě yǐ dú hé xiě bù hǎo,"Mình thấy nghe và nói cũng tạm được, đọc và viết thì không tốt.",hsk_2.json
计划,按照计划,àn zhào jì huà,theo kế hoạch,我们今年的工作都已经按照计划完成了。,wǒ men jīn nián de gōng zuò dōu yǐ jīng àn zhào jì huà wán chéng le,Công việc năm nay của chúng tôi đều đã hoàn thành theo kế hoạch.,hsk_4.json
认得,不认得,bù rènde,không nhận biết,我不认得这个人。,Wǒ bù rènde zhège rén.,Tôi không nhận biết người này.,hsk_3.json
认真,认真听,rènzhēn tīng,lắng nghe nghiêm túc,要认真听讲,Yào rènzhēn tīngjiǎng,Phải nghe giảng nghiêm túc,hsk_1.json
认识,很高兴认识你,hěn gāoxìng rènshi nǐ,rất vui được biết bạn,很高兴认识你,Hěn gāoxìng rènshi nǐ,Rất vui được biết bạn,hsk_1.json
认识,不认识,bù rènshi,không biết,我不认识这个人,Wǒ bù rènshi zhège rén,Tôi không biết người này,hsk_1.json
认识,不认识,bù rènshi,không biết,你可能不认识她。,nǐ kě néng bù rèn shí tā,Có lẽ anh không biết cô ấy.,hsk_2.json
记住,记住了,jì zhù le,đã nhớ,这个字我记住了。,Zhège zì wǒ jì zhù le.,Chữ này tôi đã nhớ rồi.,hsk_1.json
记录,记录下来,jì lù xià lái,ghi lại,请把会议内容记录下来。,qǐng bǎ huì yì nèi róng jì lù xià lái。,Hãy ghi lại nội dung cuộc họp.,hsk_3.json
记得,不记得,bú jì de,không nhớ,我不记得了,Wǒ bú jì de le,Tôi không nhớ rồi,hsk_1.json
记得,还记得,hái jì de,còn nhớ,虽然你忘了，但是我还记得。,suī rán nǐ wàng le dàn shì wǒ hái jì dé,Mặc dù bạn đã quên nhưng tôi vẫn còn nhớ.,new_hsk_2.json
设施,公共设施,gōnggòng shèshī,cơ sở công cộng,我们需要改善公共设施,Wǒmen xūyào gǎishàn gōnggòng shèshī,Chúng ta cần cải thiện cơ sở công cộng,hsk_3.json
设施,体育设施,tǐyù shèshī,cơ sở thể thao,学校有很多体育设施,Xuéxiào yǒu hěn duō tǐyù shèshī,Trường học có nhiều cơ sở thể thao,hsk_3.json
证明,事实证明,shì shí zhèng míng,sự thật chứng minh,事实证明了他是正确的。,shì shí zhèng míng le tā shì zhèng què de。,Sự thật đã chứng minh anh ấy đúng.,hsk_3.json
诞生,诞生,dàn shēng,sinh ra,新中国诞生了,Xīn Zhōngguó dànshēng le,Trung Quốc mới đã ra đời,hsk_3.json
诞生,诞生,dàn shēng,sinh ra,他是诞生在北京,tā shì dànshēng zài Běijīng,Ông ấy sinh ra ở Bắc Kinh,hsk_3.json
诞生,诞生,dàn shēng,sinh ra,这个品牌诞生于1990年,zhège pǐnpái dànshēng yú 1990 nián,Thương hiệu này ra đời năm 1990,hsk_3.json
语言,语言,yǔ yán,ngôn ngữ,学习语言,xué xí yǔ yán,Học ngôn ngữ,hsk_2.json
语言,语言,yǔ yán,ngôn ngữ,汉语语言,hàn yǔ yǔ yán,Ngôn ngữ tiếng Trung,hsk_2.json
诱发,诱发疾病,yòu fā jí bìng,khởi phát bệnh,疲劳诱发疾病,Pí láo yòu fā jí bìng,Mệt mỏi khởi phát bệnh tật,hsk_3.json
说话,会说话,huì shuōhuà,biết cách nói chuyện khéo léo,会说话的人既容易交到朋友，也容易获得成功。,huì shuō huà de rén jì róng yì jiāo dào péng yǒu yě róng yì huò dé chéng gōng,"Người biết ăn nói vừa dễ kết bạn, vừa dễ đạt được thành công.",hsk_4.json
请进,请进来,qǐng jìnlái,mời vào đây,请进来吧,Qǐng jìnlái ba,Mời vào đi,hsk_1.json
读者,年轻读者,nián qīng dú zhě,độc giả trẻ,这本书深受年轻读者的喜爱。,zhè běn shū shēn shòu nián qīng dú zhě de xǐ ài。,Cuốn sách này được bạn trẻ đọc giả yêu thích.,hsk_3.json
课堂,课堂,kè táng,phòng học,课堂上要保持安静,kè táng shàng yào bǎo chí ān jìng,Trong lớp cần giữ yên lặng,hsk_2.json
课堂,课堂,kè táng,phòng học,喜欢在课堂发言,xǐ huan zài kè táng fā yán,Thích phát biểu trong lớp,hsk_2.json
谦逊,谦逊的态度,qiānxùn de tàidu,thái độ khiêm tốn,我们应该保持谦逊的态度,Wǒmen yīnggāi bǎochí qiānxùn de tàidu,Chúng ta nên giữ thái độ khiêm tốn,hsk_3.json
谦逊,保持谦逊,bǎochí qiānxùn,giữ khiêm cung,我们应该保持谦逊的态度,Wǒmen yīnggāi bǎochí qiānxùn de tàidu,Chúng ta nên giữ thái độ khiêm tốn,hsk_3.json
谦逊,保持谦逊,bǎochí qiānxùn,giữ khiêm cung,即使成功，也要保持谦逊,"Jíshǐ chénggōng, yě yào bǎochí qiānxùn",Dù thành công cũng phải giữ khiêm cung,hsk_3.json
资格,有资格,yǒu zīgé,có đủ điều kiện,他有资格参加这个比赛。,Tā yǒu zīgé cānjiā zhège bǐsài.,Anh ấy đủ điều kiện tham gia cuộc thi này.,hsk_3.json
走路,走路去,zǒulù qù,đi bộ đến,我走路去学校。,Wǒ zǒulù qù xuéxiào.,Tôi đi bộ đến trường.,hsk_1.json
起床,该起床了,gāi qǐchuáng le,đến lúc thức dậy rồi,该起床了,Gāi qǐchuáng le,Đến lúc phải thức dậy rồi,hsk_1.json
起床,还没起床,hái méi qǐchuáng,vẫn chưa thức dậy,还没起床,Hái méi qǐchuáng,vẫn chưa thức dậy,hsk_1.json
起来,站起来,zhàn qǐ lái,đứng dậy,请站起来,Qǐng zhàn qǐ lái,Làm ơn đứng lên,hsk_1.json
起来,站起来,zhàn qǐ lái,đứng dậy,一听到老师叫他的名字，他就站起来了。,yī tīng dào lǎo shī jiào tā de míng zì tā jiù zhàn qǐ lái le,"Vừa nghe thấy thầy giáo gọi tên mình, anh ấy liền đứng dậy.",new_hsk_2.json
起来,起来吧,qǐ lái ba,dậy đi,"天亮了,起来吧","Tiān liàng le, qǐ lái ba","Trời sáng rồi, dậy đi",hsk_1.json
超过,超过,chāo guò,vượt quá,人数超过一百,rén shù chāo guò yī bǎi,Số người vượt quá một trăm,hsk_2.json
趣味,充满趣味,chōngmǎn qùwèi,đầy thú vị,这本书充满趣味，让人爱不释手。,"Zhè běn shū chōngmǎn qùwèi, ràng rén ài bù shì shǒu.","Cuốn sách này đầy thú vị, khiến người ta không nỡ đặt xuống.",hsk_3.json
趣味,充满趣味,chōngmǎn qùwèi,đầy thú vị,学习可以变得充满趣味。,Xuéxí kěyǐ biàn de chōngmǎn qùwèi.,Việc học có thể trở nên đầy thú vị.,hsk_3.json
趣味,有趣味,yǒu qùwèi,có thú vị,他的演讲很有趣味，听众听得津津有味。,"Tā de yǎnjiǎng hěn yǒu qùwèi, tīngzhòng tīng de jīnjīn yǒu wèi.","Bài phát biểu của anh ấy rất thú vị, khán giả nghe rất say mê.",hsk_3.json
足球,踢足球,tī zúqiú,chơi bóng đá,我喜欢踢足球。,Wǒ xǐhuān tī zúqiú.,Tôi thích chơi bóng đá.,hsk_1.json
足球,踢足球,tī zúqiú,chơi bóng đá,我十一岁的时候开始踢足球。,wǒ shí yī suì de shí hòu kāi shǐ tī zú qiú,Lúc 11 tuổi tôi bắt đầu đá bóng.,hsk_2.json
足球,踢足球,tī zúqiú,chơi bóng đá,他觉得踢足球比打篮球有意思。,tā jué dé tī zú qiú bǐ dǎ lán qiú yǒu yì sī,Anh ấy thấy đá bóng thú vị hơn chơi bóng rổ.,new_hsk_2.json
路上,在路上,zài lùshàng,trên đường đi,我们在路上吃饭。,Wǒmen zài lùshàng chīfàn.,Chúng tôi ăn trên đường.,hsk_1.json
路边,路边,lù biān,lề đường,在路边等车,zài lù biān děng chē,Chờ xe ở lề đường,hsk_2.json
路边,路边,lù biān,lề đường,路边有花,lù biān yǒu huā,Lề đường có hoa,hsk_2.json
跳高,跳高纪录,tiàogāo jìlù,kỷ lục nhảy cao,他打破了学校的跳高纪录。,tā dǎ pò le xué xiào de tiào gāo jì lù,Anh ấy đã phá kỷ lục nhảy cao của trường.,hsk_5.json
身上,身上有,shēnshang yǒu,có trên người,你身上有手机吗？,Nǐ shēnshang yǒu shǒujī ma?,Bạn có mang điện thoại trên người không?,hsk_1.json
身体,身体健康,shēn tǐ jiàn kāng,sức khỏe tốt,要注意身体健康,Yào zhù yì shēn tǐ jiàn kāng,Cần chú ý đến sức khỏe cơ thể,hsk_1.json
身体,身体健康,shēn tǐ jiàn kāng,sức khỏe tốt,多运动有利于身体健康。,duō yùn dòng yǒu lì yú shēn tǐ jiàn kāng,Vận động nhiều có lợi cho sức khỏe.,hsk_5.json
身体,锻炼身体,duàn liàn shēn tǐ,tập thể dục,锻炼身体很重要,Duàn liàn shēn tǐ hěn zhòng yào,Tập thể dục rất quan trọng,hsk_1.json
身体,锻炼身体,duàn liàn shēn tǐ,tập thể dục,只有每天锻炼身体，才会越来越健康。,zhǐ yǒu měi tiān duàn liàn shēn tǐ cái huì yuè lái yuè jiàn kāng,Chỉ có tập thể dục mỗi ngày mới có thể ngày càng khỏe mạnh.,new_hsk_3.json
身边,身边,shēn biān,bên người,我身边没有钱,wǒ shēn biān méi yǒu qián,Tôi không có tiền bên người,hsk_2.json
身边,身边,shēn biān,bên người,在你身边,zài nǐ shēn biān,Bên cạnh bạn,hsk_2.json
车上,在车上,zài chēshàng,trên xe,不要在车上吃东西。,Búyào zài chēshàng chī dōngxi.,Đừng ăn uống trên xe.,hsk_1.json
车上,在车上,zài chēshàng,trên xe,我把包放在车上。,Wǒ bǎ bāo fàng zài chēshàng.,Tôi để cái cặp trên xe.,hsk_1.json
车站,火车站,huǒchēzhàn,ga tàu,火车站很大,Huǒchēzhàn hěn dà,Ga tàu rất lớn,hsk_1.json
车站,汽车站,qìchēzhàn,trạm xe ô tô,公共汽车站,Gōnggòng qìchēzhàn,Trạm xe buýt,hsk_1.json
车站,公共汽车站,gōnggòng qìchēzhàn,trạm xe buýt,公共汽车站,Gōnggòng qìchēzhàn,Trạm xe buýt,hsk_1.json
转身,转身,zhuǎn shēn,Quay người,他转身走了。,Tā zhuǎnshēn zǒu le.,Anh ấy quay người đi rồi.,hsk_2.json
转身,转身,zhuǎn shēn,Quay người,随即转身离去。,suí jí zhuǎn shēn lí qù,Ngay lập tức quay người rời đi.,hsk_6.json
过去,过去的事情,guò qù de shì qing,việc quá khứ,过去的事情就让它过去吧。,guò qù de shì qing jiù ràng tā guò qù ba。,Việc quá khứ cứ để nó qua đi.,hsk_2.json
过去,走过去,zǒu guò qù,đi qua,他走过去了。,tā zǒu guò qù le。,Anh ấy đã đi qua.,hsk_2.json
过去,走过去,zǒu guò qù,đi qua,请你走过去看看。,qǐng nǐ zǒu guò qù kàn kàn,Bạn hãy đi qua đó xem thử.,hsk_3.json
过去,走过去,zǒu guò qù,đi qua,与其在这儿等公交车，不如我们走过去吧，反正也没多远。,yǔ qí zài zhè ér děng gōng jiāo chē bù rú wǒ men zǒu guò qù ba fǎn zhèng yě méi duō yuǎn,"Thay vì đứng đây chờ xe buýt, chi bằng chúng ta đi bộ qua đó đi, dù sao cũng không xa lắm.",hsk_4.json
过年,回家过年,huí jiā guò nián,về nhà đón Tết,我们回家过年,wǒ men huí jiā guò nián,Chúng tôi về nhà đón Tết,hsk_2.json
过来,走过来,zǒu guò lái,đi tới,他向我走过来了。,tā xiàng wǒ zǒu guò lái le。,Anh ấy đi về phía tôi rồi.,hsk_2.json
过来,过来一下,guò lai yī xià,qua đây một chút,请过来一下。,qǐng guò lai yī xià。,Làm ơn qua đây một chút.,hsk_2.json
运动,做运动,zuò yùn dòng,tập thể dục,每天做运动很重要,měi tiān zuò yùn dòng hěn zhòng yào,Mỗi ngày tập thể dục rất quan trọng,hsk_2.json
运动,运动会,yùn dòng huì,đại hội thể thao,听说为了准备运动会，你们几个男生每天都练球。,tīng shuō wèi le zhǔn bèi yùn dòng huì nǐ men jǐ gè nán shēng měi tiān dōu liàn qiú,"Nghe nói để chuẩn bị cho đại hội thể thao, mấy bạn nam các cậu ngày nào cũng luyện bóng.",new_hsk_3.json
运输,交通运输,jiāotōng yùnshū,giao thông vận tải,交通运输很重要。,Jiāotōng yùnshū hěn zhòngyào.,Giao thông vận tải rất quan trọng.,hsk_3.json
这样,这样的,zhè yàng de,như thế này,"鉴于白噪音有这样的功效, 它理所当然地成了医生的好帮手。",jiàn yú bái zào yīn yǒu zhè yàng de gōng xiào tā lǐ suǒ dāng rán dì chéng le yī shēng de hǎo bāng shǒu,"Xét thấy tiếng ồn trắng có công hiệu như vậy, nó đương nhiên trở thành trợ thủ đắc lực của bác sĩ.",hsk_6.json
这里,在这里,zài zhèlǐ,ở đây,我住在这里。,Wǒ zhù zài zhèlǐ.,Tôi sống ở đây.,hsk_1.json
进展,最新进展,zuìxīn jìnzhǎn,diễn tiến mới nhất,请告诉我事情的最新进展。,Qǐng gàosù wǒ shìqing de zuìxīn jìnzhǎn.,Vui lòng cho tôi biết diễn tiến mới nhất của sự việc.,hsk_3.json
进行,正在进行,zhèng zài jìn xíng,đang tiến hành,会议正在进行,huì yì zhèng zài jìn xíng,Hội nghị đang tiến hành,hsk_2.json
进行,进行调查,jìn xíng diào chá,tiến hành điều tra,我们进行调查,wǒ men jìn xíng diào chá,Chúng tôi tiến hành điều tra,hsk_2.json
追求,追求,zhuī qiú,theo đuổi,这个追求很好。,zhè ge zhuī qiú hěn hǎo。,theo đuổi này rất tốt.,hsk_2.json
追求,追求,zhuī qiú,theo đuổi,我喜欢这个追求。,wǒ xǐ huan zhè ge zhuī qiú。,Tôi thích theo đuổi này.,hsk_2.json
追求,追求,zhuī qiú,theo đuổi,生活上不要过于追求享受。,shēng huó shàng bù yào guò yú zhuī qiú xiǎng shòu,Về mặt cuộc sống đừng quá theo đuổi sự hưởng thụ.,hsk_6.json
适量,适量运动,shìliàng yùndòng,vận động vừa phải,适量运动,shìliàng yùndòng,Vận động vừa phải,hsk_2.json
适量,适量饮酒,shìliàng yǐnjiǔ,uống rượu vừa phải,适量饮酒,shìliàng yǐnjiǔ,Uống rượu vừa phải,hsk_2.json
选择,选择,xuǎn zé,chọn,这个选择很好。,zhè ge xuǎn zé hěn hǎo。,chọn; lựa chọn này rất tốt.,hsk_2.json
选择,选择,xuǎn zé,chọn,我喜欢这个选择。,wǒ xǐ huan zhè ge xuǎn zé。,Tôi thích chọn; lựa chọn này.,hsk_2.json
选择,选择,xuǎn zé,chọn,只有想清楚自己真正喜欢什么，才能做出最合适的选择。,zhǐ yǒu xiǎng qīng chǔ zì jǐ zhēn zhèng xǐ huān shén me cái néng zuò chū zuì hé shì de xuǎn zé,Chỉ khi nghĩ thông suốt bản thân thực sự thích cái gì thì mới có thể đưa ra lựa chọn phù hợp nhất.,new_hsk_3.json
途径,正规途径,zhèngguī tújìng,con đường chính thống,通过正规途径解决问题更为可靠。,Tōngguò zhèngguī tújìng jiějué wèntí gèng wéi kěkào.,Giải quyết vấn đề qua con đường chính thống thì đáng tin cậy hơn.,hsk_3.json
通过,通过,tōng guò,thông qua,通过考试,tōng guò kǎo shì,Đỗ thi,hsk_2.json
通过,通过,tōng guò,thông qua,通过学习,tōng guò xué xí,Thông qua học tập,hsk_2.json
通过,通过,tōng guò,thông qua,我通过了那家公司的面试。,wǒ tōng guò le nà jiā gōng sī de miàn shì,Tôi đã vượt qua buổi phỏng vấn của công ty đó.,hsk_4.json
速度,速度限制,sùdù xiànzhì,giới hạn tốc độ,注意速度限制。,Zhùyì sùdù xiànzhì.,Chú ý giới hạn tốc độ.,hsk_3.json
遇到,遇到,yù dào,gặp phải,这个遇到很好。,zhè ge yù dào hěn hǎo。,gặp phải này rất tốt.,hsk_2.json
遇到,遇到,yù dào,gặp phải,我喜欢这个遇到。,wǒ xǐ huan zhè ge yù dào。,Tôi thích gặp phải này.,hsk_2.json
遇到,遇到,yù dào,gặp phải,在学习上，遇到什么问题都可以问我。,zài xué xí shàng yù dào shén me wèn tí dōu kě yǐ wèn wǒ,"Trong học tập, gặp vấn đề gì bạn cũng có thể hỏi tôi.",new_hsk_3.json
道理,有道理,yǒu dào li,có lý lẽ,他说的话很有道理,tā shuō de huà hěn yǒu dào li,Lời anh ấy nói rất có lý,hsk_2.json
道理,有道理,yǒu dào li,có lý lẽ,你的担心不是没有道理的，今天李阳果然没有通过面试。,nǐ de dān xīn bù shì méi yǒu dào lǐ de jīn tiān lǐ yáng guǒ rán méi yǒu tōng guò miàn shì,"Sự lo lắng của bạn không phải là không có lý, hôm nay Lý Dương quả nhiên đã không vượt qua phỏng vấn.",hsk_4.json
那么,那么,nà me,vậy thì,那么，我们走吧,nà me， wǒ men zǒu ba,Vậy thì chúng ta đi thôi,hsk_1.json
那么,那么,nà me,vậy thì,没那么简单,méi nà me jiǎn dān,Không đơn giản như vậy,hsk_1.json
那么,那么,nà me,vậy thì,你穿得那么少，会感冒的。,nǐ chuān dé nà me shǎo huì gǎn mào de,Bạn mặc ít như vậy sẽ bị cảm đấy.,hsk_3.json
那样,那样,nà yàng,như vậy,为什么是那样,wèi shén me shì nà yàng,Tại sao lại là như vậy,hsk_2.json
那样,那样,nà yàng,như vậy,像那样做,xiàng nà yàng zuò,Làm như vậy,hsk_2.json
那里,在那里,zài nàli,ở đó,我住在那里。,Wǒ zhù zài nàli.,Tôi sống ở đó.,hsk_1.json
邮局,邮局寄信,yóujú jì xìn,gửi thư ở bưu điện,我去邮局寄信。,Wǒ qù yóujú jì xìn.,Tôi đi bưu điện gửi thư.,hsk_1.json
部分,大部分,dà bù fen,đa số,大部分学生,dà bù fen xué shēng,Đa số học sinh,hsk_1.json
部分,大部分,dà bù fen,đa số,调查显示，只有37%的人愿意回到没有手机的时代，其中大部分是年轻人。,diào chá xiǎn shì zhǐ yǒu de rén yuàn yì huí dào méi yǒu shǒu jī de shí dài qí zhōng dà bù fēn shì nián qīng rén,"Khảo sát cho thấy chỉ có 37% người sẵn lòng quay lại thời đại không có điện thoại, trong đó phần lớn là người trẻ.",hsk_4.json
部分,一部分,yī bù fen,một phần,这是问题的一部分,zhè shì wèn tí de yī bù fen,Đây là một phần của vấn đề,hsk_1.json
部分,一部分,yī bù fen,một phần,一部分人同意,yī bù fen rén tóng yì,Một bộ phận người đồng ý,hsk_1.json
部分,一部分,yī bù fen,một phần,即使在现代社会里，故事仍然是人们生活中不可缺少的一部分。,jí shǐ zài xiàn dài shè huì lǐ gù shì réng rán shì rén men shēng huó zhōng bù kě quē shǎo de yī bù fēn,"Cho dù trong xã hội hiện đại, câu chuyện vẫn là một phần không thể thiếu trong cuộc sống của con người.",hsk_4.json
部长,教育部长,jiàoyù bùzhǎng,Bộ trưởng Giáo dục,教育部长来我们学校参观了。,Jiàoyùbùzhǎng lái wǒmen xuéxiào cānguān le.,Bộ trưởng Giáo dục đã đến thăm trường chúng tôi.,hsk_3.json
酒吧,酒吧,jiǔ bā,quán bar,这个酒吧很好。,zhè ge jiǔ bā hěn hǎo。,quán bar này rất tốt.,hsk_1.json
酒吧,酒吧,jiǔ bā,quán bar,我喜欢这个酒吧。,wǒ xǐ huan zhè ge jiǔ bā。,Tôi thích quán bar này.,hsk_1.json
酒水,酒水费,jiǔshuǐ fèi,tiền đồ uống,婚宴上的酒水费用很贵,Hūnyàn shàng de jiǔshuǐ fèiyòng hěn guì,Chi phí đồ uống trong tiệc cưới rất đắt,hsk_2.json
酒水,免费酒水,miǎnfèi jiǔshuǐ,đồ uống miễn phí,这家餐厅提供免费酒水,Zhè jiā cāntīng tígōng miǎnfèi jiǔshuǐ,Nhà hàng này cung cấp đồ uống miễn phí,hsk_2.json
采取,采取行动,cǎi qǔ xíng dòng,hành động,我们需要采取行动。,wǒ men xū yào cǎi qǔ xíng dòng。,Chúng ta cần hành động.,hsk_3.json
采访,现场采访,xiànchǎng cǎifǎng,phỏng vấn tại hiện trường,这篇报道是现场采访的。,Zhè piān bàodào shì xiànchǎng cǎifǎng de.,Bài báo cáo này được phỏng vấn tại hiện trường.,hsk_3.json
里面,房间里面,fángjiān lǐmiàn,trong phòng,房间里面有三个人。,Fángjiān lǐmiàn yǒu sān gè rén.,Trong phòng có ba người.,hsk_2.json
里面,房间里面,fángjiān lǐmiàn,trong phòng,房间里面热得很。,fáng jiān lǐ miàn rè dé hěn,Trong phòng nóng vô cùng.,new_hsk_3.json
里面,书包里面,shūbāo lǐmiàn,trong cặp sách,请把书放进书包里面。,Qǐng bǎ shū fàngjìn shūbāo lǐmiàn.,Xin hãy cho sách vào trong cặp sách.,hsk_2.json
重复,重复,chóng fù,lặp lại,不要重复,bù yào chóng fù,Đừng lặp lại,hsk_2.json
重复,重复,chóng fù,lặp lại,重复一遍,chóng fù yī biàn,Lặp lại lần nữa,hsk_2.json
重复,重复,chóng fù,lặp lại,请不要重复同样的错误。,qǐng bù yào zhòng fù tóng yàng de cuò wù,Xin đừng lặp lại cùng một lỗi.,hsk_5.json
重新,重新开始,chóng xīn kāi shǐ,bắt đầu lại,请重新开始,qǐng chóng xīn kāi shǐ,Vui lòng bắt đầu lại,hsk_1.json
重点,重点内容,zhòng diǎn nèi róng,nội dung trọng điểm,这是今天的重点内容。,zhè shì jīn tiān de zhòng diǎn nèi róng。,Đây là nội dung trọng điểm hôm nay.,hsk_2.json
重点,抓住重点,zhuā zhù zhòng diǎn,nắm bắt trọng điểm,要抓住重点。,yào zhuā zhù zhòng diǎn。,Phải nắm bắt trọng điểm.,hsk_2.json
重要,很重要,hěn zhòngyào,rất quan trọng,这件事很重要,Zhè jiàn shì hěn zhòngyào,Việc này rất quan trọng,hsk_1.json
