sourceWord,targetWord,relationType,pinyin,meaningVi,evidence,source,reviewStatus
温暖,暖和,same-short-meaning-candidate,nuǎn huo,ấm áp,exact normalized Vietnamese short meaning: ấm áp,hsk_3.json,needs-review
源头,来源,same-short-meaning-candidate,lái yuán,nguồn gốc,exact normalized Vietnamese short meaning: nguồn gốc,hsk_3.json,needs-review
漂亮,好看,same-short-meaning-candidate,hǎo kàn,đẹp,exact normalized Vietnamese short meaning: đẹp,hsk_1.json,needs-review
漂亮,美丽,same-short-meaning-candidate,měi lì,đẹp,exact normalized Vietnamese short meaning: đẹp,hsk_2.json,needs-review
演出,表演,same-short-meaning-candidate,biǎo yǎn,biểu diễn,exact normalized Vietnamese short meaning: biểu diễn,hsk_1.json,needs-review
演出,演奏,same-short-meaning-candidate,yǎn zòu,biểu diễn,exact normalized Vietnamese short meaning: biểu diễn,hsk_3.json,needs-review
演唱,唱歌,same-short-meaning-candidate,chàng gē,hát,exact normalized Vietnamese short meaning: hát,hsk_1.json,needs-review
演奏,表演,same-short-meaning-candidate,biǎo yǎn,biểu diễn,exact normalized Vietnamese short meaning: biểu diễn,hsk_1.json,needs-review
演奏,演出,same-short-meaning-candidate,yǎn chū,biểu diễn,exact normalized Vietnamese short meaning: biểu diễn,hsk_2.json,needs-review
点钟,小时,same-short-meaning-candidate,xiǎo shí,giờ,exact normalized Vietnamese short meaning: Giờ,hsk_1.json,needs-review
点钟,钟头,same-short-meaning-candidate,zhōng tóu,giờ,exact normalized Vietnamese short meaning: Giờ,hsk_1.json,needs-review
然后,于是,same-short-meaning-candidate,yú shì,sau đó,exact normalized Vietnamese short meaning: sau đó,hsk_2.json,needs-review
照相,拍照,same-short-meaning-candidate,pāi zhào,chụp ảnh,exact normalized Vietnamese short meaning: chụp ảnh,hsk_3.json,needs-review
爱人,夫妻,same-short-meaning-candidate,fū qī,vợ chồng,exact normalized Vietnamese short meaning: vợ chồng,hsk_3.json,needs-review
爱好,趣味,same-short-meaning-candidate,qù wèi,sở thích,exact normalized Vietnamese short meaning: sở thích,hsk_3.json,needs-review
爱好,兴趣,same-short-meaning-candidate,xìng qù,sở thích,exact normalized Vietnamese short meaning: sở thích,hsk_3.json,needs-review
片刻,瞬间,same-short-meaning-candidate,shùn jiān,khoảnh khắc,exact normalized Vietnamese short meaning: khoảnh khắc,hsk_3.json,needs-review
状况,情况,same-short-meaning-candidate,qíng kuàng,tình hình,exact normalized Vietnamese short meaning: tình hình,hsk_2.json,needs-review
状态,境界,same-short-meaning-candidate,jìng jiè,trạng thái,exact normalized Vietnamese short meaning: trạng thái,hsk_3.json,needs-review
狠心,决心,same-short-meaning-candidate,jué xīn,quyết tâm,exact normalized Vietnamese short meaning: quyết tâm,hsk_2.json,needs-review
狠心,坚决,same-short-meaning-candidate,jiān jué,quyết tâm,exact normalized Vietnamese short meaning: quyết tâm,hsk_3.json,needs-review
玩儿,玩{儿},homophone,wánr ,Chơi,exact normalized pinyin match in local HSK data,hsk_1.json,reviewed-local
玩儿,玩{儿},same-short-meaning-candidate,wánr ,Chơi,exact normalized Vietnamese short meaning: chơi,hsk_1.json,needs-review
玩具,玩意儿,same-short-meaning-candidate,wán yìr ,đồ chơi,exact normalized Vietnamese short meaning: đồ chơi,hsk_3.json,needs-review
现实,实际,same-short-meaning-candidate,shí jì,thực tế,exact normalized Vietnamese short meaning: thực tế,hsk_2.json,needs-review
现实,实际上,same-short-meaning-candidate,shí jì shàng,thực tế,exact normalized Vietnamese short meaning: thực tế,hsk_3.json,needs-review
班级,年级,same-short-meaning-candidate,nián jí,lớp,exact normalized Vietnamese short meaning: lớp,hsk_2.json,needs-review
理由,旅游,homophone,lǚ yóu,du lịch,exact normalized pinyin match in local HSK data,hsk_2.json,reviewed-local
理解,明白,same-short-meaning-candidate,míng bai,hiểu,exact normalized Vietnamese short meaning: hiểu,hsk_1.json,needs-review
理解,懂得,same-short-meaning-candidate,dǒng dé,hiểu,exact normalized Vietnamese short meaning: hiểu,hsk_2.json,needs-review
理解,领悟,same-short-meaning-candidate,lǐng wù,hiểu,exact normalized Vietnamese short meaning: hiểu,hsk_3.json,needs-review
理解,体会,same-short-meaning-candidate,tǐ huì,hiểu,exact normalized Vietnamese short meaning: hiểu,hsk_3.json,needs-review
生产,产生,same-short-meaning-candidate,chǎn shēng,sản xuất,exact normalized Vietnamese short meaning: sản xuất,hsk_2.json,needs-review
生产,制造,same-short-meaning-candidate,zhì zào,sản xuất,exact normalized Vietnamese short meaning: sản xuất,hsk_3.json,needs-review
生命,生活,same-short-meaning-candidate,shēng huó,cuộc sống,exact normalized Vietnamese short meaning: cuộc sống,hsk_1.json,needs-review
生命,人生,same-short-meaning-candidate,rén shēng,cuộc sống,exact normalized Vietnamese short meaning: cuộc sống,hsk_2.json,needs-review
生命,日子,same-short-meaning-candidate,rì zi,cuộc sống,exact normalized Vietnamese short meaning: cuộc sống,hsk_2.json,needs-review
生气,发脾气,same-short-meaning-candidate,fā pí qì,nổi giận,exact normalized Vietnamese short meaning: nổi giận,hsk_2.json,needs-review
生活,人生,same-short-meaning-candidate,rén shēng,cuộc sống,exact normalized Vietnamese short meaning: cuộc sống,hsk_2.json,needs-review
生活,日子,same-short-meaning-candidate,rì zi,cuộc sống,exact normalized Vietnamese short meaning: cuộc sống,hsk_2.json,needs-review
生活,生命,same-short-meaning-candidate,shēng mìng,cuộc sống,exact normalized Vietnamese short meaning: cuộc sống,hsk_3.json,needs-review
生长,发达,same-short-meaning-candidate,fā dá,phát triển,exact normalized Vietnamese short meaning: phát triển,hsk_2.json,needs-review
生长,发展,same-short-meaning-candidate,fā zhǎn,phát triển,exact normalized Vietnamese short meaning: phát triển,hsk_2.json,needs-review
生长,开展,same-short-meaning-candidate,kāi zhǎn,phát triển,exact normalized Vietnamese short meaning: phát triển,hsk_3.json,needs-review
生长,开发,same-short-meaning-candidate,kāi fā,phát triển,exact normalized Vietnamese short meaning: phát triển,hsk_3.json,needs-review
用功,认真,same-short-meaning-candidate,rèn zhēn,chăm chỉ,exact normalized Vietnamese short meaning: chăm chỉ,hsk_1.json,needs-review
用功,勤劳,same-short-meaning-candidate,qín láo,chăm chỉ,exact normalized Vietnamese short meaning: chăm chỉ,hsk_2.json,needs-review
由于,因为,same-short-meaning-candidate,yīn wèi,bởi vì,exact normalized Vietnamese short meaning: bởi vì,hsk_2.json,needs-review
电影,影片,same-short-meaning-candidate,yǐng piàn,phim,exact normalized Vietnamese short meaning: phim,hsk_2.json,needs-review
电脑,计算机,same-short-meaning-candidate,jì suàn jī,máy tính,exact normalized Vietnamese short meaning: máy tính,hsk_2.json,needs-review
电视,电视机,same-short-meaning-candidate,diàn shì jī,TV,exact normalized Vietnamese short meaning: TV,hsk_1.json,needs-review
画儿,画{儿},homophone,huàr ,tranh,exact normalized pinyin match in local HSK data,hsk_2.json,reviewed-local
画儿,图画,same-short-meaning-candidate,tú huà,bức tranh,exact normalized Vietnamese short meaning: bức tranh,hsk_3.json,needs-review
的话,如果,same-short-meaning-candidate,rú guǒ,nếu,exact normalized Vietnamese short meaning: nếu,hsk_1.json,needs-review
的话,要是,same-short-meaning-candidate,yào shi,nếu,exact normalized Vietnamese short meaning: nếu,hsk_2.json,needs-review
直到,来到,same-short-meaning-candidate,lái dào,đến,exact normalized Vietnamese short meaning: đến,hsk_1.json,needs-review
直到,传来,same-short-meaning-candidate,chuán lái,đến,exact normalized Vietnamese short meaning: đến,hsk_3.json,needs-review
相互,互相,same-short-meaning-candidate,hù xiāng,lẫn nhau,exact normalized Vietnamese short meaning: lẫn nhau,hsk_2.json,needs-review
相似,同样,same-short-meaning-candidate,tóng yàng,tương tự,exact normalized Vietnamese short meaning: tương tự,hsk_2.json,needs-review
相似,类似,same-short-meaning-candidate,lèi sì,tương tự,exact normalized Vietnamese short meaning: tương tự,hsk_3.json,needs-review
相信,信任,same-short-meaning-candidate,xìn rèn,tin tưởng,exact normalized Vietnamese short meaning: tin tưởng,hsk_3.json,needs-review
相当,像样,same-short-meaning-candidate,xiàng yàng,khá,exact normalized Vietnamese short meaning: khá,hsk_3.json,needs-review
相机,照相机,same-short-meaning-candidate,zhào xiàng jī,máy ảnh,exact normalized Vietnamese short meaning: máy ảnh,hsk_3.json,needs-review
相比,比一比,same-short-meaning-candidate,bǐ yī bǐ,so sánh,exact normalized Vietnamese short meaning: so sánh,hsk_3.json,needs-review
看来,好像,same-short-meaning-candidate,hǎo xiàng,dường như,exact normalized Vietnamese short meaning: dường như,hsk_1.json,needs-review
看来,仿佛,same-short-meaning-candidate,fǎng fú,dường như,exact normalized Vietnamese short meaning: dường như,hsk_3.json,needs-review
看法,观点,same-short-meaning-candidate,guān diǎn,quan điểm,exact normalized Vietnamese short meaning: quan điểm,hsk_2.json,needs-review
看法,主张,same-short-meaning-candidate,zhǔ zhāng,quan điểm,exact normalized Vietnamese short meaning: quan điểm,hsk_3.json,needs-review
真实,准时,homophone,zhǔn shí,đúng giờ,exact normalized pinyin match in local HSK data,hsk_2.json,reviewed-local
真实,真的,same-short-meaning-candidate,zhēn de,thật,exact normalized Vietnamese short meaning: thật,hsk_1.json,needs-review
真正,确实,same-short-meaning-candidate,què shí,thực sự,exact normalized Vietnamese short meaning: thực sự,hsk_1.json,needs-review
真正,实在,same-short-meaning-candidate,shí zài,thực sự,exact normalized Vietnamese short meaning: thực sự,hsk_2.json,needs-review
真的,真实,same-short-meaning-candidate,zhēn shí,thật,exact normalized Vietnamese short meaning: thật,hsk_3.json,needs-review
着急,担心,same-short-meaning-candidate,dān xīn,lo lắng,exact normalized Vietnamese short meaning: lo lắng,hsk_1.json,needs-review
着急,操心,same-short-meaning-candidate,cāo xīn,lo lắng,exact normalized Vietnamese short meaning: lo lắng,hsk_3.json,needs-review
瞬间,片刻,same-short-meaning-candidate,piàn kè,khoảnh khắc,exact normalized Vietnamese short meaning: khoảnh khắc,hsk_3.json,needs-review
知识,见闻,same-short-meaning-candidate,jiàn wén,kiến thức,exact normalized Vietnamese short meaning: kiến thức,hsk_3.json,needs-review
知道,认识,same-short-meaning-candidate,rèn shi,biết,exact normalized Vietnamese short meaning: biết,hsk_1.json,needs-review
确实,真正,same-short-meaning-candidate,zhēn zhèng,thực sự,exact normalized Vietnamese short meaning: thực sự,hsk_2.json,needs-review
确实,实在,same-short-meaning-candidate,shí zài,thực sự,exact normalized Vietnamese short meaning: thực sự,hsk_2.json,needs-review
秩序,顺序,same-short-meaning-candidate,shùn xù,trật tự,exact normalized Vietnamese short meaning: trật tự,hsk_2.json,needs-review
程度,水平,same-short-meaning-candidate,shuǐ píng,mức độ,exact normalized Vietnamese short meaning: mức độ,hsk_2.json,needs-review
空儿,空{儿},homophone,kòngr ,Thời gian rỗi,exact normalized pinyin match in local HSK data,hsk_3.json,reviewed-local
空气,气氛,same-short-meaning-candidate,qì fēn,không khí,exact normalized Vietnamese short meaning: không khí,hsk_3.json,needs-review
突然,忽然,same-short-meaning-candidate,hū rán,đột nhiên,exact normalized Vietnamese short meaning: đột nhiên,hsk_2.json,needs-review
立刻,马上,same-short-meaning-candidate,mǎ shàng,ngay lập tức,exact normalized Vietnamese short meaning: ngay lập tức,hsk_1.json,needs-review
立刻,赶快,same-short-meaning-candidate,gǎn kuài,ngay lập tức,exact normalized Vietnamese short meaning: ngay lập tức,hsk_3.json,needs-review
站住,停止,same-short-meaning-candidate,tíng zhǐ,dừng lại,exact normalized Vietnamese short meaning: dừng lại,hsk_2.json,needs-review
符合,合适,same-short-meaning-candidate,hé shì,phù hợp,exact normalized Vietnamese short meaning: phù hợp,hsk_2.json,needs-review
符合,适合,same-short-meaning-candidate,shì hé,phù hợp,exact normalized Vietnamese short meaning: phù hợp,hsk_3.json,needs-review
符合,适用,same-short-meaning-candidate,shì yòng,phù hợp,exact normalized Vietnamese short meaning: phù hợp,hsk_3.json,needs-review
答应,回答,same-short-meaning-candidate,huí dá,trả lời,exact normalized Vietnamese short meaning: trả lời,hsk_1.json,needs-review
简单,干脆,same-short-meaning-candidate,gān cuì,đơn giản,exact normalized Vietnamese short meaning: đơn giản,hsk_3.json,needs-review
算了,忽略,same-short-meaning-candidate,hū lüè,bỏ qua,exact normalized Vietnamese short meaning: bỏ qua,hsk_3.json,needs-review
算了,忽视,same-short-meaning-candidate,hū shì,bỏ qua,exact normalized Vietnamese short meaning: bỏ qua,hsk_3.json,needs-review
管理,经营,same-short-meaning-candidate,jīng yíng,quản lý,exact normalized Vietnamese short meaning: quản lý,hsk_3.json,needs-review
类似,同样,same-short-meaning-candidate,tóng yàng,tương tự,exact normalized Vietnamese short meaning: tương tự,hsk_2.json,needs-review
类似,相似,same-short-meaning-candidate,xiāng sì,tương tự,exact normalized Vietnamese short meaning: tương tự,hsk_3.json,needs-review
精彩,了不起,same-short-meaning-candidate,liǎo bu qǐ,tuyệt vời,exact normalized Vietnamese short meaning: tuyệt vời,hsk_2.json,needs-review
精彩,好样儿的,same-short-meaning-candidate,hǎo yàngr  de,Tuyệt vời,exact normalized Vietnamese short meaning: tuyệt vời,hsk_3.json,needs-review
纪录,记录,homophone,jì lù,ghi lại,exact normalized pinyin match in local HSK data,hsk_3.json,reviewed-local
纪念,周年,same-short-meaning-candidate,zhōu nián,kỷ niệm,exact normalized Vietnamese short meaning: kỷ niệm,hsk_2.json,needs-review
组合,结合,same-short-meaning-candidate,jié hé,kết hợp,exact normalized Vietnamese short meaning: kết hợp,hsk_3.json,needs-review
组织,举办,same-short-meaning-candidate,jǔ bàn,tổ chức,exact normalized Vietnamese short meaning: tổ chức,hsk_2.json,needs-review
组织,举行,same-short-meaning-candidate,jǔ xíng,tổ chức,exact normalized Vietnamese short meaning: tổ chức,hsk_2.json,needs-review
终于,最后,same-short-meaning-candidate,zuì hòu,cuối cùng,exact normalized Vietnamese short meaning: cuối cùng,hsk_1.json,needs-review
终于,到底,same-short-meaning-candidate,dào dǐ,cuối cùng,exact normalized Vietnamese short meaning: cuối cùng,hsk_3.json,needs-review
经典,景点,homophone,jǐng diǎn,điểm tham quan,exact normalized pinyin match in local HSK data,hsk_3.json,reviewed-local
经历,体验,same-short-meaning-candidate,tǐ yàn,trải nghiệm,exact normalized Vietnamese short meaning: trải nghiệm,hsk_3.json,needs-review
经常,常常,same-short-meaning-candidate,cháng cháng,thường xuyên,exact normalized Vietnamese short meaning: thường xuyên,hsk_1.json,needs-review
经常,往往,same-short-meaning-candidate,wǎng wǎng,thường xuyên,exact normalized Vietnamese short meaning: thường xuyên,hsk_3.json,needs-review
经常,频繁,same-short-meaning-candidate,pín fán,thường xuyên,exact normalized Vietnamese short meaning: thường xuyên,hsk_3.json,needs-review
经营,管理,same-short-meaning-candidate,guǎn lǐ,quản lý,exact normalized Vietnamese short meaning: quản lý,hsk_3.json,needs-review
经过,走过,same-short-meaning-candidate,zǒu guò,đi qua,exact normalized Vietnamese short meaning: đi qua,hsk_2.json,needs-review
结合,组合,same-short-meaning-candidate,zǔ hé,kết hợp,exact normalized Vietnamese short meaning: kết hợp,hsk_3.json,needs-review
继续,接着,same-short-meaning-candidate,jiē zhe,tiếp tục,exact normalized Vietnamese short meaning: tiếp tục,hsk_2.json,needs-review
继续,进一步,same-short-meaning-candidate,jìn yī bù,tiếp tục,exact normalized Vietnamese short meaning: tiếp tục,hsk_3.json,needs-review
继续,持续,same-short-meaning-candidate,chí xù,tiếp tục,exact normalized Vietnamese short meaning: tiếp tục,hsk_3.json,needs-review
缺乏,缺少,same-short-meaning-candidate,quē shǎo,thiếu,exact normalized Vietnamese short meaning: thiếu,hsk_3.json,needs-review
缺少,缺乏,same-short-meaning-candidate,quē fá,thiếu,exact normalized Vietnamese short meaning: thiếu,hsk_3.json,needs-review
缺点,毛病,same-short-meaning-candidate,máo bing,khuyết điểm,exact normalized Vietnamese short meaning: khuyết điểm,hsk_1.json,needs-review
美丽,好看,same-short-meaning-candidate,hǎo kàn,đẹp,exact normalized Vietnamese short meaning: đẹp,hsk_1.json,needs-review
美丽,漂亮,same-short-meaning-candidate,piào liang,đẹp,exact normalized Vietnamese short meaning: đẹp,hsk_1.json,needs-review
美术,艺术,same-short-meaning-candidate,yì shù,nghệ thuật,exact normalized Vietnamese short meaning: nghệ thuật,hsk_2.json,needs-review
羡慕,欣赏,same-short-meaning-candidate,xīn shǎng,ngưỡng mộ,exact normalized Vietnamese short meaning: ngưỡng mộ,hsk_3.json,needs-review
老婆,妻子,same-short-meaning-candidate,qī zi,vợ,exact normalized Vietnamese short meaning: vợ,hsk_2.json,needs-review
老家,家乡,same-short-meaning-candidate,jiā xiāng,quê hương,exact normalized Vietnamese short meaning: quê hương,hsk_3.json,needs-review
老家,故乡,same-short-meaning-candidate,gù xiāng,quê hương,exact normalized Vietnamese short meaning: quê hương,hsk_3.json,needs-review
老师,教师,same-short-meaning-candidate,jiào shī,giáo viên,exact normalized Vietnamese short meaning: giáo viên,hsk_2.json,needs-review
老是,总是,same-short-meaning-candidate,zǒng shì,luôn luôn,exact normalized Vietnamese short meaning: luôn luôn,hsk_2.json,needs-review
老是,从来,same-short-meaning-candidate,cóng lái,luôn luôn,exact normalized Vietnamese short meaning: luôn luôn,hsk_2.json,needs-review
老是,时刻,same-short-meaning-candidate,shí kè,luôn luôn,exact normalized Vietnamese short meaning: luôn luôn,hsk_3.json,needs-review
老板,头儿,same-short-meaning-candidate,tóur ,Ông chủ,exact normalized Vietnamese short meaning: ông chủ,hsk_2.json,needs-review
考验,试验,same-short-meaning-candidate,shì yàn,thử nghiệm,exact normalized Vietnamese short meaning: thử nghiệm,hsk_3.json,needs-review
而且,另外,same-short-meaning-candidate,lìng wài,ngoài ra,exact normalized Vietnamese short meaning: ngoài ra,hsk_1.json,needs-review
而且,除了,same-short-meaning-candidate,chú le,ngoài ra,exact normalized Vietnamese short meaning: ngoài ra,hsk_2.json,needs-review
联系,打交道,same-short-meaning-candidate,dǎ jiāo dao,liên lạc,exact normalized Vietnamese short meaning: liên lạc,hsk_3.json,needs-review
联系,来往,same-short-meaning-candidate,lái wang,liên lạc,exact normalized Vietnamese short meaning: liên lạc,hsk_3.json,needs-review
能力,才能,same-short-meaning-candidate,cái néng,khả năng,exact normalized Vietnamese short meaning: khả năng,hsk_3.json,needs-review
能力,本领,same-short-meaning-candidate,běn lǐng,khả năng,exact normalized Vietnamese short meaning: khả năng,hsk_3.json,needs-review
能力,本事,same-short-meaning-candidate,běn shì,khả năng,exact normalized Vietnamese short meaning: khả năng,hsk_3.json,needs-review
能够,可以,same-short-meaning-candidate,kě yǐ,có thể,exact normalized Vietnamese short meaning: có thể,hsk_1.json,needs-review
能够,可能,same-short-meaning-candidate,kě néng,có thể,exact normalized Vietnamese short meaning: có thể,hsk_1.json,needs-review
自己,自身,same-short-meaning-candidate,zì shēn,bản thân,exact normalized Vietnamese short meaning: bản thân,hsk_3.json,needs-review
自豪,骄傲,same-short-meaning-candidate,jiāo'ào,tự hào,exact normalized Vietnamese short meaning: tự hào,hsk_2.json,needs-review
自身,自己,same-short-meaning-candidate,zì jǐ,bản thân,exact normalized Vietnamese short meaning: bản thân,hsk_1.json,needs-review
舒服,师傅,homophone,shī fu,thầy,exact normalized pinyin match in local HSK data,hsk_1.json,reviewed-local
舞蹈,跳舞,same-short-meaning-candidate,tiào wǔ,nhảy múa,exact normalized Vietnamese short meaning: nhảy múa,hsk_1.json,needs-review
色彩,颜色,same-short-meaning-candidate,yán sè,màu sắc,exact normalized Vietnamese short meaning: màu sắc,hsk_1.json,needs-review
艺术,美术,same-short-meaning-candidate,měi shù,nghệ thuật,exact normalized Vietnamese short meaning: nghệ thuật,hsk_2.json,needs-review
英文,英语,same-short-meaning-candidate,Yīng yǔ,tiếng Anh,exact normalized Vietnamese short meaning: tiếng Anh,hsk_2.json,needs-review
英语,英文,same-short-meaning-candidate,Yīng wén,tiếng Anh,exact normalized Vietnamese short meaning: tiếng Anh,hsk_1.json,needs-review
行为,举动,same-short-meaning-candidate,jǔ dòng,hành động,exact normalized Vietnamese short meaning: hành động,hsk_3.json,needs-review
街道,接到,homophone,jiē dào,nhận được,exact normalized pinyin match in local HSK data,hsk_2.json,reviewed-local
表演,演出,same-short-meaning-candidate,yǎn chū,biểu diễn,exact normalized Vietnamese short meaning: biểu diễn,hsk_2.json,needs-review
表演,演奏,same-short-meaning-candidate,yǎn zòu,biểu diễn,exact normalized Vietnamese short meaning: biểu diễn,hsk_3.json,needs-review
衬衣,衬衫,same-short-meaning-candidate,chèn shān,áo sơ mi,exact normalized Vietnamese short meaning: áo sơ mi,hsk_2.json,needs-review
衬衫,衬衣,same-short-meaning-candidate,chèn yī,áo sơ mi,exact normalized Vietnamese short meaning: áo sơ mi,hsk_3.json,needs-review
西方,西边,same-short-meaning-candidate,xī biān,phía tây,exact normalized Vietnamese short meaning: phía tây,hsk_1.json,needs-review
西边,西方,same-short-meaning-candidate,xī fāng,phía tây,exact normalized Vietnamese short meaning: phía tây,hsk_2.json,needs-review
要命,非常,same-short-meaning-candidate,fēi cháng,cực kỳ,exact normalized Vietnamese short meaning: cực kỳ,hsk_1.json,needs-review
要命,极了,same-short-meaning-candidate,jí le,cực kỳ,exact normalized Vietnamese short meaning: cực kỳ,hsk_1.json,needs-review
要是,钥匙,homophone,yào shi,chìa khóa,exact normalized pinyin match in local HSK data,hsk_1.json,reviewed-local
要是,如果,same-short-meaning-candidate,rú guǒ,nếu,exact normalized Vietnamese short meaning: nếu,hsk_1.json,needs-review
要是,的话,same-short-meaning-candidate,de huà,nếu,exact normalized Vietnamese short meaning: nếu,hsk_1.json,needs-review
要求,请求,same-short-meaning-candidate,qǐng qiú,yêu cầu,exact normalized Vietnamese short meaning: yêu cầu,hsk_2.json,needs-review
见到,见面,same-short-meaning-candidate,jiàn miàn,gặp,exact normalized Vietnamese short meaning: gặp,hsk_1.json,needs-review
见到,遇见,same-short-meaning-candidate,yù jiàn,gặp,exact normalized Vietnamese short meaning: gặp,hsk_3.json,needs-review
见闻,知识,same-short-meaning-candidate,zhī shi,kiến thức,exact normalized Vietnamese short meaning: kiến thức,hsk_1.json,needs-review
见面,见到,same-short-meaning-candidate,jiàn dào,gặp,exact normalized Vietnamese short meaning: gặp,hsk_2.json,needs-review
见面,遇见,same-short-meaning-candidate,yù jiàn,gặp,exact normalized Vietnamese short meaning: gặp,hsk_3.json,needs-review
观众,听众,same-short-meaning-candidate,tīng zhòng,khán giả,exact normalized Vietnamese short meaning: khán giả,hsk_3.json,needs-review
观点,看法,same-short-meaning-candidate,kàn fǎ,quan điểm,exact normalized Vietnamese short meaning: quan điểm,hsk_2.json,needs-review
观点,主张,same-short-meaning-candidate,zhǔ zhāng,quan điểm,exact normalized Vietnamese short meaning: quan điểm,hsk_3.json,needs-review
观看,收看,same-short-meaning-candidate,shōu kàn,xem,exact normalized Vietnamese short meaning: xem,hsk_3.json,needs-review
规范,标准,same-short-meaning-candidate,biāo zhǔn,tiêu chuẩn,exact normalized Vietnamese short meaning: tiêu chuẩn,hsk_1.json,needs-review
觉得,感到,same-short-meaning-candidate,gǎn dào,cảm thấy,exact normalized Vietnamese short meaning: cảm thấy,hsk_2.json,needs-review
计划,打算,same-short-meaning-candidate,dǎ suàn,kế hoạch,exact normalized Vietnamese short meaning: kế hoạch,hsk_1.json,needs-review
认为,以为,same-short-meaning-candidate,yǐ wéi,nghĩ rằng,exact normalized Vietnamese short meaning: nghĩ rằng,hsk_2.json,needs-review
认真,用功,same-short-meaning-candidate,yòng gōng,chăm chỉ,exact normalized Vietnamese short meaning: chăm chỉ,hsk_1.json,needs-review
认真,勤劳,same-short-meaning-candidate,qín láo,chăm chỉ,exact normalized Vietnamese short meaning: chăm chỉ,hsk_2.json,needs-review
认识,知道,same-short-meaning-candidate,zhī dào,biết,exact normalized Vietnamese short meaning: biết,hsk_1.json,needs-review
记录,纪录,homophone,jì lù,kỷ lục,exact normalized pinyin match in local HSK data,hsk_3.json,reviewed-local
记得,想念,same-short-meaning-candidate,xiǎng niàn,nhớ,exact normalized Vietnamese short meaning: nhớ,hsk_1.json,needs-review
记得,怀念,same-short-meaning-candidate,huái niàn,nhớ,exact normalized Vietnamese short meaning: nhớ,hsk_2.json,needs-review
讲话,说话,same-short-meaning-candidate,shuō huà,nói chuyện,exact normalized Vietnamese short meaning: nói chuyện,hsk_1.json,needs-review
设立,制定,same-short-meaning-candidate,zhì dìng,thiết lập,exact normalized Vietnamese short meaning: thiết lập,hsk_3.json,needs-review
设立,建成,same-short-meaning-candidate,jiàn chéng,thiết lập,exact normalized Vietnamese short meaning: thiết lập,hsk_3.json,needs-review
词典,字典,same-short-meaning-candidate,zì diǎn,từ điển,exact normalized Vietnamese short meaning: từ điển,hsk_2.json,needs-review
试验,考验,same-short-meaning-candidate,kǎo yàn,thử nghiệm,exact normalized Vietnamese short meaning: thử nghiệm,hsk_3.json,needs-review
诞生,出生,same-short-meaning-candidate,chū shēng,sinh ra,exact normalized Vietnamese short meaning: sinh ra,hsk_2.json,needs-review
诱发,造成,same-short-meaning-candidate,zào chéng,gây ra,exact normalized Vietnamese short meaning: gây ra,hsk_3.json,needs-review
说话,讲话,same-short-meaning-candidate,jiǎng huà,nói chuyện,exact normalized Vietnamese short meaning: nói chuyện,hsk_2.json,needs-review
请求,要求,same-short-meaning-candidate,yāo qiú,yêu cầu,exact normalized Vietnamese short meaning: yêu cầu,hsk_2.json,needs-review
读音,发音,same-short-meaning-candidate,fā yīn,Phát âm,exact normalized Vietnamese short meaning: phát âm,hsk_1.json,needs-review
课堂,教室,same-short-meaning-candidate,jiào shì,lớp học,exact normalized Vietnamese short meaning: lớp học,hsk_1.json,needs-review
谈判,交涉,same-short-meaning-candidate,jiāo shè,đàm phán,exact normalized Vietnamese short meaning: đàm phán,hsk_3.json,needs-review
谢谢,感谢,same-short-meaning-candidate,gǎn xiè,cảm ơn,exact normalized Vietnamese short meaning: cảm ơn,hsk_2.json,needs-review
谦虚,谦逊,same-short-meaning-candidate,qiān xùn,khiêm tốn,exact normalized Vietnamese short meaning: khiêm tốn,hsk_3.json,needs-review
谦逊,谦虚,same-short-meaning-candidate,qiān xū,khiêm tốn,exact normalized Vietnamese short meaning: khiêm tốn,hsk_1.json,needs-review
走过,经过,same-short-meaning-candidate,jīng guò,đi qua,exact normalized Vietnamese short meaning: đi qua,hsk_2.json,needs-review
走进,进去,same-short-meaning-candidate,jìn qù,đi vào,exact normalized Vietnamese short meaning: đi vào,hsk_1.json,needs-review
赶到,感到,homophone,gǎn dào,cảm thấy,exact normalized pinyin match in local HSK data,hsk_2.json,reviewed-local
赶到,急忙,same-short-meaning-candidate,jí máng,vội vàng,exact normalized Vietnamese short meaning: vội vàng,hsk_2.json,needs-review
赶到,连忙,same-short-meaning-candidate,lián máng,vội vàng,exact normalized Vietnamese short meaning: vội vàng,hsk_3.json,needs-review
赶快,马上,same-short-meaning-candidate,mǎ shàng,ngay lập tức,exact normalized Vietnamese short meaning: ngay lập tức,hsk_1.json,needs-review
赶快,立刻,same-short-meaning-candidate,lì kè,ngay lập tức,exact normalized Vietnamese short meaning: ngay lập tức,hsk_2.json,needs-review
赶紧,快速,same-short-meaning-candidate,kuài sù,nhanh chóng,exact normalized Vietnamese short meaning: nhanh chóng,hsk_3.json,needs-review
超越,超过,same-short-meaning-candidate,chāo guò,vượt qua,exact normalized Vietnamese short meaning: vượt qua,hsk_2.json,needs-review
超过,超越,same-short-meaning-candidate,chāo yuè,vượt qua,exact normalized Vietnamese short meaning: vượt qua,hsk_3.json,needs-review
趣味,爱好,same-short-meaning-candidate,ài hào,sở thích,exact normalized Vietnamese short meaning: sở thích,hsk_1.json,needs-review
趣味,兴趣,same-short-meaning-candidate,xìng qù,sở thích,exact normalized Vietnamese short meaning: sở thích,hsk_3.json,needs-review
